user_id,num_product_views,avg_view_time,click_through_rate,avg_cart_value,purchase_frequency,num_categories_browsed,used_discount,membership_status,device_type,referral_channel,days_since_last_login
USER04159,15,51.86,0.28,76.81,0.19,1,1,Free,Mobile,Direct,75
USER04160,12,6.91,0.26,68.4,1.12,5,0,Free,Mobile,Direct,66
USER04161,5,23.51,0.1,28.1,0.49,1,1,Free,Mobile,Ads,62
USER04162,18,43.16,0.41,57.79,0.84,3,0,Platinum,Desktop,Email,70
USER04163,19,55.28,0.39,91.81,0.16,3,0,Silver,Mobile,Social,65
USER04164,14,48.65,0.12,58.64,0.33,5,0,Silver,Mobile,Direct,5
USER04165,18,56.21,0.2,59.81,0.87,8,1,Free,Desktop,Social,46
USER04166,10,23.41,0.11,64.17,0.3,2,1,Silver,Tablet,Ads,16
USER04167,13,13.22,0.14,77.47,0.38,1,0,Free,Mobile,Email,46
USER04168,17,46.69,0.44,111.4,0.03,3,1,Free,Mobile,Ads,44
USER04169,16,20.41,0.17,84.8,0.11,4,0,Free,Mobile,Direct,86
USER04170,18,27.69,0.49,94.79,0.19,2,0,Free,Mobile,Ads,39
USER04171,15,63.65,0.09,108.52,1.6,5,1,Free,Desktop,Ads,24
USER04172,20,48.78,0.29,93.38,0.24,7,0,Silver,Desktop,Email,10
USER04173,14,33.64,0.22,58.71,3.19,1,0,Free,Tablet,Social,12
USER04174,16,31.04,0.31,68.02,2.31,5,1,Silver,Mobile,Direct,4
USER04175,21,57.42,0.52,73.97,2.55,3,1,Free,Desktop,Ads,43
USER04176,18,49.24,0.09,119.98,0.65,5,1,Free,Mobile,Direct,29
USER04177,24,20.71,0.37,32.61,0.09,3,0,Silver,Desktop,Ads,67
USER04178,16,6.04,0.09,72.18,0.12,5,1,Silver,Desktop,Email,65
USER04179,13,82.64,0.22,73.71,1.76,7,0,Platinum,Mobile,Social,40
USER04180,16,20.55,0.33,45.69,3.85,3,0,Platinum,Mobile,Direct,45
USER04181,9,55.55,0.24,64.83,0.29,2,1,Platinum,Mobile,Email,52
USER04182,21,75.21,0.02,56.65,3.0,3,1,Free,Desktop,Email,7
USER04183,12,47.95,0.68,107.64,1.59,5,1,Free,Mobile,Social,65
USER04184,14,32.99,0.25,71.33,1.69,1,0,Free,Mobile,Direct,65
USER04185,16,16.48,0.6,44.67,1.79,6,0,Free,Tablet,Email,56
USER04186,18,16.2,0.42,23.22,0.1,4,0,Free,Mobile,Social,72
USER04187,9,52.53,0.03,63.92,1.39,0,1,Silver,Desktop,Direct,30
USER04188,20,74.02,0.41,108.74,0.99,2,0,Silver,Mobile,Direct,80
USER04189,22,37.09,0.07,53.29,2.72,3,0,Free,Mobile,Ads,14
USER04190,16,33.89,0.51,38.61,0.84,2,1,Gold,Mobile,Ads,84
USER04191,12,58.95,0.05,92.69,1.07,2,1,Free,Tablet,Ads,61
USER04192,10,31.28,0.29,71.41,1.3,6,1,Silver,Desktop,Ads,80
USER04193,15,50.49,0.45,83.25,1.33,6,0,Gold,Mobile,Direct,77
USER04194,15,45.84,0.2,148.86,0.77,3,1,Free,Mobile,Email,42
USER04195,19,36.81,0.02,109.73,0.27,3,0,Free,Desktop,Ads,70
USER04196,18,44.69,0.47,54.26,0.43,2,1,Free,Mobile,Direct,12
USER04197,14,80.26,0.15,46.55,0.8,5,0,Platinum,Mobile,Direct,79
USER04198,15,57.09,0.25,24.4,1.45,3,0,Free,Mobile,Social,39
USER04199,9,66.85,0.47,70.99,0.91,4,0,Free,Desktop,Direct,14
USER04200,11,26.63,0.11,101.98,2.35,4,0,Gold,Mobile,Social,40
USER04201,14,66.92,0.35,28.65,1.28,4,1,Silver,Mobile,Direct,88
USER04202,15,57.78,0.05,99.69,0.63,2,1,Free,Desktop,Ads,47
USER04203,10,15.01,0.32,94.18,1.03,4,0,Silver,Mobile,Ads,77
USER04204,14,55.8,0.07,85.73,0.67,5,0,Gold,Mobile,Email,64
USER04205,10,34.73,0.33,57.88,0.05,4,0,Gold,Desktop,Direct,26
USER04206,13,14.08,0.43,78.77,0.49,3,0,Gold,Mobile,Social,44
USER04207,16,47.6,0.34,95.38,0.9,2,0,Silver,Mobile,Email,65
USER04208,19,55.78,0.47,90.23,0.44,3,0,Silver,Mobile,Email,84
USER04209,11,48.03,0.24,78.5,1.91,9,1,Silver,Mobile,Ads,67
USER04210,16,42.82,0.25,79.99,2.97,4,0,Free,Tablet,Email,1
USER04211,11,38.39,0.55,106.96,0.53,8,1,Free,Mobile,Social,58
USER04212,14,94.33,0.5,55.14,0.04,3,0,Free,Tablet,Direct,65
USER04213,18,21.35,0.14,91.54,3.13,5,1,Gold,Mobile,Social,80
USER04214,11,62.46,0.32,123.72,1.29,6,0,Platinum,Mobile,Social,38
USER04215,22,45.31,0.31,55.35,0.01,3,0,Silver,Mobile,Direct,52
USER04216,20,27.91,0.14,63.3,1.04,4,1,Silver,Mobile,Social,46
USER04217,14,44.03,0.44,21.35,0.15,4,0,Free,Mobile,Social,36
USER04218,14,17.14,0.28,73.42,1.68,5,0,Free,Desktop,Ads,3
USER04219,14,33.09,0.31,103.89,1.14,4,1,Gold,Tablet,Ads,27
USER04220,15,44.06,0.56,92.56,3.67,5,1,Free,Mobile,Social,63
USER04221,20,13.98,0.56,44.82,0.75,1,1,Gold,Tablet,Email,32
USER04222,16,55.13,0.18,54.92,3.86,2,0,Silver,Mobile,Email,89
USER04223,17,25.72,0.3,53.81,2.72,6,0,Free,Desktop,Email,15
USER04224,21,15.97,0.09,103.59,2.09,4,1,Silver,Mobile,Email,1
USER04225,11,23.39,0.44,12.08,0.86,7,0,Gold,Mobile,Direct,2
USER04226,20,88.52,0.23,44.93,0.8,6,1,Free,Desktop,Direct,68
USER04227,11,5.44,0.03,78.3,0.75,0,0,Free,Mobile,Ads,72
USER04228,12,53.72,0.52,74.45,0.08,1,1,Free,Desktop,Email,5
USER04229,14,29.97,0.22,24.88,1.4,5,0,Free,Mobile,Ads,74
USER04230,14,38.0,0.23,114.3,2.4,3,0,Silver,Mobile,Ads,39
USER04231,19,57.08,0.46,46.54,2.04,3,0,Free,Desktop,Ads,62
USER04232,18,56.1,0.43,45.0,1.31,2,1,Free,Desktop,Social,15
USER04233,24,31.39,0.17,54.67,0.66,1,0,Silver,Mobile,Direct,41
USER04234,20,17.84,0.37,67.22,1.78,3,1,Silver,Mobile,Direct,66
USER04235,18,57.44,0.19,102.2,1.13,6,0,Silver,Mobile,Direct,7
USER04236,11,56.05,0.34,104.69,2.75,4,1,Silver,Tablet,Email,58
USER04237,9,39.3,0.16,110.84,0.48,3,0,Silver,Mobile,Email,22
USER04238,16,53.84,0.17,28.91,0.16,2,0,Silver,Desktop,Email,5
USER04239,17,36.08,0.16,72.76,0.0,5,1,Platinum,Desktop,Social,42
USER04240,16,28.46,0.32,60.21,2.04,2,0,Free,Desktop,Email,52
USER04241,27,45.08,0.46,85.02,1.37,5,1,Silver,Mobile,Email,47
USER04242,12,55.38,0.23,102.14,0.09,7,1,Free,Mobile,Email,38
USER04243,17,51.19,0.21,57.86,2.75,2,1,Gold,Desktop,Ads,39
USER04244,15,55.18,0.1,79.14,0.97,8,1,Gold,Desktop,Direct,86
USER04245,17,29.79,0.18,62.87,0.93,6,0,Platinum,Mobile,Social,5
USER04246,13,76.64,0.41,35.25,1.73,2,1,Free,Mobile,Email,67
USER04247,11,38.15,0.62,34.59,1.51,2,0,Gold,Mobile,Ads,73
USER04248,13,42.62,0.21,114.11,0.41,6,1,Free,Mobile,Direct,75
USER04249,18,18.63,0.26,135.08,1.55,4,1,Platinum,Desktop,Ads,55
USER04250,13,41.12,0.21,47.28,2.93,0,0,Gold,Mobile,Direct,73
USER04251,18,55.64,0.58,90.99,0.75,7,1,Silver,Tablet,Direct,65
USER04252,11,60.25,0.3,70.83,0.51,1,0,Free,Mobile,Social,6
USER04253,11,76.24,0.11,30.2,0.09,5,0,Free,Mobile,Direct,31
USER04254,12,55.4,0.09,99.8,1.39,2,1,Gold,Tablet,Direct,42
USER04255,14,50.54,0.2,74.29,2.11,4,1,Platinum,Mobile,Direct,15
USER04256,14,36.07,0.23,18.67,5.15,4,0,Free,Tablet,Social,38
USER04257,14,31.77,0.25,89.82,1.42,3,0,Free,Mobile,Email,44
USER04258,16,64.4,0.15,122.47,0.89,5,0,Free,Desktop,Email,16
USER04259,10,64.02,0.15,33.97,4.1,8,0,Free,Desktop,Social,28
USER04260,11,23.46,0.25,39.27,0.3,4,1,Silver,Mobile,Ads,65
USER04261,13,59.46,0.15,84.01,1.85,3,0,Free,Mobile,Email,25
USER04262,17,58.01,0.39,108.11,0.59,3,1,Free,Mobile,Direct,13
USER04263,19,22.72,0.2,57.79,2.97,5,0,Silver,Desktop,Ads,86
USER04264,16,55.81,0.15,86.21,2.05,2,1,Free,Desktop,Ads,32
USER04265,15,24.01,0.29,88.23,0.61,3,0,Free,Mobile,Ads,7
USER04266,15,-3.59,0.16,119.38,2.24,3,1,Free,Desktop,Email,29
USER04267,14,41.8,0.31,42.37,3.32,2,0,Silver,Mobile,Ads,2
USER04268,11,50.16,0.24,88.1,0.44,3,0,Free,Desktop,Email,43
USER04269,13,42.7,0.35,119.42,1.27,4,1,Free,Mobile,Ads,82
USER04270,19,102.34,0.36,92.08,0.82,2,0,Free,Mobile,Social,47
USER04271,25,52.58,0.37,132.02,3.9,2,0,Free,Mobile,Email,12
USER04272,21,47.94,0.16,74.11,5.38,3,1,Gold,Tablet,Email,10
USER04273,18,53.59,0.38,73.26,0.16,1,0,Free,Mobile,Social,44
USER04274,11,36.17,0.22,44.39,1.19,5,0,Platinum,Desktop,Social,84
USER04275,18,63.59,0.4,99.0,1.14,4,1,Free,Mobile,Social,25
USER04276,19,52.22,0.47,129.39,3.05,4,0,Free,Mobile,Direct,9
USER04277,19,51.3,0.59,5.02,2.26,6,0,Gold,Mobile,Email,84
USER04278,11,32.52,0.17,39.5,0.51,7,0,Free,Tablet,Direct,12
USER04279,14,13.71,0.23,100.2,1.11,4,1,Free,Desktop,Social,38
USER04280,18,34.97,0.18,123.79,0.71,8,0,Free,Desktop,Social,77
USER04281,13,50.65,0.22,123.14,0.65,7,1,Silver,Mobile,Email,12
USER04282,12,36.11,0.13,80.37,1.97,3,0,Silver,Mobile,Direct,71
USER04283,18,50.83,0.29,110.58,1.37,5,0,Silver,Mobile,Ads,79
USER04284,17,40.35,0.42,81.22,0.33,1,1,Free,Mobile,Ads,63
USER04285,17,53.61,0.52,18.87,1.45,6,0,Free,Mobile,Email,71
USER04286,11,25.46,0.16,82.19,0.93,4,0,Free,Mobile,Ads,1
USER04287,15,48.86,0.19,48.79,0.63,2,0,Silver,Mobile,Direct,84
USER04288,24,32.18,0.38,76.82,0.1,4,0,Gold,Mobile,Direct,36
USER04289,17,14.23,0.23,100.46,3.96,4,0,Free,Tablet,Email,67
USER04290,20,41.7,0.23,53.02,2.97,4,0,Free,Mobile,Email,11
USER04291,12,75.73,0.37,26.64,0.54,5,0,Free,Desktop,Ads,47
USER04292,13,15.83,0.14,83.58,1.22,7,0,Free,Mobile,Ads,28
USER04293,16,47.39,0.15,115.6,3.0,3,0,Free,Mobile,Direct,73
USER04294,17,60.95,0.22,45.02,1.1,6,1,Free,Desktop,Ads,51
USER04295,20,91.0,0.44,66.55,0.23,4,1,Silver,Mobile,Direct,79
USER04296,20,35.14,0.26,99.83,0.97,5,0,Free,Mobile,Direct,28
USER04297,10,32.36,0.47,51.7,0.57,1,0,Platinum,Desktop,Ads,9
USER04298,16,21.67,0.21,105.43,0.92,1,0,Gold,Mobile,Direct,54
USER04299,23,67.81,0.17,20.85,2.83,4,0,Free,Tablet,Social,2
USER04300,15,27.65,0.61,84.95,0.79,1,0,Silver,Mobile,Direct,3
USER04301,16,37.59,0.03,121.38,2.41,2,0,Silver,Tablet,Email,23
USER04302,12,8.02,0.42,55.4,0.4,2,1,Silver,Mobile,Direct,9
USER04303,17,62.68,0.28,74.6,1.35,5,0,Silver,Mobile,Social,33
USER04304,19,68.17,0.16,-14.12,0.83,2,0,Free,Desktop,Ads,72
USER04305,23,61.92,0.15,50.54,5.42,2,0,Platinum,Mobile,Email,2
USER04306,9,12.89,0.34,70.78,0.0,7,1,Silver,Mobile,Direct,68
USER04307,15,57.14,0.83,105.52,0.68,5,0,Free,Mobile,Social,81
USER04308,8,11.55,0.29,113.36,2.52,10,0,Gold,Desktop,Direct,5
USER04309,16,46.16,0.2,93.21,0.75,1,0,Free,Tablet,Direct,22
USER04310,21,49.1,0.13,24.25,0.37,4,1,Free,Desktop,Direct,31
USER04311,14,51.2,0.19,68.15,2.88,2,0,Free,Mobile,Direct,14
USER04312,13,55.69,0.23,66.43,1.34,2,0,Silver,Desktop,Direct,89
USER04313,14,44.84,0.19,90.08,1.22,3,1,Platinum,Desktop,Email,67
USER04314,15,5.75,0.53,91.33,0.77,3,1,Silver,Desktop,Direct,37
USER04315,7,55.7,0.26,67.8,0.26,3,0,Free,Tablet,Email,24
USER04316,19,46.95,0.25,85.57,1.29,6,0,Gold,Mobile,Email,75
USER04317,20,26.95,0.34,49.63,1.06,7,1,Platinum,Mobile,Direct,59
USER04318,19,13.61,0.04,105.91,0.77,5,1,Free,Mobile,Email,74
USER04319,16,75.8,0.62,45.99,0.12,1,1,Platinum,Desktop,Social,75
USER04320,8,69.63,0.52,65.34,1.58,4,0,Free,Tablet,Social,69
USER04321,10,59.12,0.05,110.09,1.5,4,0,Gold,Desktop,Direct,85
USER04322,15,31.47,0.34,88.97,1.23,8,0,Free,Tablet,Direct,20
USER04323,19,-5.34,0.39,54.01,0.21,6,0,Free,Mobile,Email,21
USER04324,16,60.29,0.33,79.72,0.54,6,1,Gold,Desktop,Direct,73
USER04325,15,52.33,0.24,80.62,0.95,3,0,Free,Tablet,Email,81
USER04326,20,37.51,0.05,128.67,1.99,2,1,Free,Mobile,Ads,47
USER04327,20,67.5,0.21,101.6,0.38,5,0,Silver,Mobile,Social,51
USER04328,9,61.96,0.28,96.21,2.42,7,0,Silver,Mobile,Email,78
USER04329,16,48.52,0.19,48.77,0.58,3,1,Silver,Mobile,Ads,6
USER04330,18,45.7,0.21,50.06,1.64,1,1,Free,Mobile,Direct,12
USER04331,13,46.02,0.23,54.9,4.15,3,0,Silver,Desktop,Direct,5
USER04332,18,58.6,0.51,126.04,1.88,4,0,Free,Mobile,Email,56
USER04333,19,27.85,0.22,61.81,0.11,3,0,Free,Mobile,Email,45
USER04334,16,53.52,0.1,64.79,0.71,2,0,Free,Mobile,Social,19
USER04335,20,26.59,0.5,33.05,1.29,3,0,Free,Mobile,Social,48
USER04336,11,71.73,0.18,36.15,1.68,3,0,Silver,Mobile,Direct,32
USER04337,14,55.64,0.64,77.23,0.63,8,1,Free,Tablet,Email,10
USER04338,21,31.24,0.59,108.36,0.84,4,0,Silver,Desktop,Social,86
USER04339,16,46.61,0.44,72.88,0.71,5,0,Free,Mobile,Social,60
USER04340,13,27.92,0.27,75.71,1.8,5,1,Silver,Mobile,Direct,58
USER04341,13,75.08,0.36,125.51,3.67,3,0,Free,Desktop,Ads,66
USER04342,11,77.46,0.22,75.45,2.26,6,1,Gold,Mobile,Email,24
USER04343,11,58.92,0.43,74.22,0.46,7,0,Free,Tablet,Email,88
USER04344,14,76.13,0.16,105.85,1.17,8,1,Free,Mobile,Social,17
USER04345,16,48.04,0.37,100.62,0.98,5,1,Platinum,Desktop,Direct,51
USER04346,13,60.27,0.63,57.97,0.02,2,0,Free,Mobile,Direct,64
USER04347,15,69.49,0.38,66.99,4.18,4,0,Free,Mobile,Social,89
USER04348,21,44.89,0.34,87.43,0.94,2,0,Silver,Mobile,Ads,25
USER04349,10,46.42,0.33,81.31,4.3,5,1,Silver,Desktop,Direct,70
USER04350,17,63.67,0.19,121.54,1.64,2,0,Free,Mobile,Ads,23
USER04351,14,57.93,0.33,66.58,1.85,5,0,Free,Desktop,Direct,2
USER04352,12,29.89,0.25,95.93,0.84,2,0,Gold,Mobile,Direct,20
USER04353,18,1.26,0.09,88.5,2.93,10,0,Platinum,Desktop,Ads,50
USER04354,14,41.49,0.41,87.14,0.31,7,1,Free,Mobile,Email,55
USER04355,17,3.06,0.65,56.36,4.8,8,0,Free,Desktop,Email,12
USER04356,20,25.18,0.4,72.63,1.44,4,0,Silver,Mobile,Email,47
USER04357,13,27.51,0.14,74.64,0.61,5,1,Silver,Desktop,Email,4
USER04358,5,33.63,0.13,116.43,2.02,5,0,Silver,Mobile,Direct,62
USER04359,20,61.41,0.6,66.03,2.05,3,0,Silver,Mobile,Direct,11
USER04360,17,65.75,0.67,74.23,2.23,8,0,Silver,Mobile,Email,6
USER04361,20,55.17,0.41,75.21,0.52,3,0,Gold,Desktop,Social,25
USER04362,20,57.65,0.24,130.42,0.04,2,0,Free,Mobile,Ads,12
USER04363,22,58.12,0.03,97.62,3.3,3,1,Platinum,Desktop,Direct,80
USER04364,12,-4.94,0.17,93.01,2.4,6,0,Free,Mobile,Social,75
USER04365,15,45.2,0.38,78.52,0.77,3,0,Free,Desktop,Email,8
USER04366,16,9.07,0.09,61.91,0.27,3,0,Free,Desktop,Email,2
USER04367,17,55.18,0.21,107.15,0.95,3,0,Free,Mobile,Email,6
USER04368,15,3.14,0.18,63.72,0.55,2,1,Silver,Mobile,Email,40
USER04369,25,41.39,0.28,131.53,0.32,6,1,Silver,Mobile,Direct,73
USER04370,14,55.96,0.35,80.48,1.0,3,1,Free,Desktop,Email,30
USER04371,17,22.64,0.17,94.87,2.66,6,1,Free,Mobile,Direct,8
USER04372,21,64.23,0.28,75.69,1.31,4,0,Silver,Desktop,Ads,62
USER04373,14,55.13,0.07,155.65,1.0,1,0,Free,Desktop,Ads,14
USER04374,10,52.62,0.32,44.26,7.69,5,0,Gold,Mobile,Ads,15
USER04375,19,58.96,0.36,64.32,2.14,8,0,Gold,Mobile,Email,57
USER04376,12,37.82,0.48,47.92,0.21,6,1,Free,Tablet,Email,62
USER04377,14,48.04,0.1,38.44,0.81,3,1,Silver,Mobile,Direct,47
USER04378,16,45.2,0.15,85.62,0.94,3,0,Silver,Desktop,Email,35
USER04379,16,44.75,0.5,63.25,1.41,3,1,Platinum,Mobile,Direct,58
USER04380,22,31.56,0.11,65.41,1.72,7,1,Gold,Tablet,Social,80
USER04381,13,20.15,0.48,66.93,0.59,2,1,Gold,Mobile,Direct,34
USER04382,14,38.26,0.18,76.59,0.69,2,0,Gold,Mobile,Social,70
USER04383,17,37.16,0.21,32.49,0.16,7,0,Silver,Mobile,Email,16
USER04384,11,30.27,0.2,40.53,0.14,5,0,Free,Desktop,Ads,40
USER04385,18,62.04,0.47,37.33,2.13,2,0,Free,Desktop,Email,36
USER04386,4,21.56,0.29,77.91,3.91,5,0,Gold,Mobile,Ads,35
USER04387,6,41.57,0.46,77.31,0.33,2,0,Free,Mobile,Ads,37
USER04388,15,68.33,0.36,75.47,3.85,3,0,Silver,Desktop,Email,18
USER04389,13,63.18,0.07,89.9,0.63,1,0,Free,Desktop,Ads,10
USER04390,13,69.33,0.18,85.27,3.19,4,1,Free,Mobile,Email,41
USER04391,14,33.18,0.25,27.54,0.04,4,0,Free,Mobile,Direct,47
USER04392,10,60.69,0.14,71.31,0.14,4,0,Free,Tablet,Email,24
USER04393,14,23.74,0.37,80.55,0.86,3,1,Free,Desktop,Direct,75
USER04394,18,39.48,0.28,44.46,2.83,6,0,Free,Mobile,Ads,72
USER04395,21,41.36,0.18,32.43,0.89,7,1,Platinum,Desktop,Social,34
USER04396,14,33.48,0.2,96.96,2.74,1,0,Free,Desktop,Email,4
USER04397,15,37.76,0.42,48.68,0.62,4,1,Silver,Desktop,Direct,45
USER04398,17,35.13,0.46,100.85,0.21,4,0,Platinum,Mobile,Ads,62
USER04399,12,25.35,0.31,76.39,3.89,6,0,Silver,Mobile,Direct,29
USER04400,18,62.13,0.57,66.24,0.12,2,0,Platinum,Desktop,Direct,32
USER04401,18,41.35,0.16,94.0,1.84,5,0,Silver,Desktop,Direct,19
USER04402,19,49.03,0.62,79.11,3.22,2,0,Free,Mobile,Direct,3
USER04403,12,48.28,0.26,72.01,0.19,2,1,Silver,Mobile,Social,81
USER04404,17,46.09,0.27,49.75,1.1,5,0,Free,Mobile,Direct,18
USER04405,16,46.86,0.46,119.06,0.08,7,0,Gold,Mobile,Email,52
USER04406,22,38.89,0.05,45.02,0.92,5,0,Free,Mobile,Social,6
USER04407,18,73.37,0.36,108.11,2.32,6,1,Free,Tablet,Social,5
USER04408,18,60.21,0.39,31.14,0.54,4,0,Gold,Desktop,Social,5
USER04409,13,45.37,0.31,88.38,0.4,3,0,Gold,Mobile,Social,86
USER04410,19,36.06,0.06,98.47,0.43,3,1,Gold,Tablet,Social,35
USER04411,14,42.62,0.42,78.42,2.35,13,0,Free,Desktop,Social,82
USER04412,18,53.35,0.13,95.46,5.46,6,0,Free,Mobile,Email,8
USER04413,13,75.0,0.27,110.59,0.39,3,1,Free,Tablet,Social,40
USER04414,16,17.54,0.11,93.28,0.11,3,0,Free,Tablet,Direct,7
USER04415,13,58.2,0.62,125.58,0.2,9,1,Silver,Mobile,Email,58
USER04416,11,67.53,0.25,138.91,1.48,2,0,Platinum,Mobile,Ads,27
USER04417,15,15.27,0.56,121.27,1.69,6,1,Platinum,Desktop,Direct,4
USER04418,13,41.38,0.44,95.67,0.89,1,1,Silver,Mobile,Social,38
USER04419,19,23.71,0.17,64.04,0.12,7,0,Free,Mobile,Email,87
USER04420,23,53.61,0.57,84.71,3.95,3,0,Silver,Mobile,Ads,32
USER04421,17,37.83,0.2,92.67,3.99,5,0,Silver,Mobile,Ads,3
USER04422,12,42.4,0.15,40.62,0.75,4,0,Gold,Desktop,Direct,41
USER04423,19,36.78,0.02,72.06,2.58,9,1,Platinum,Mobile,Email,46
USER04424,13,59.4,0.56,45.57,3.43,3,0,Gold,Mobile,Social,87
USER04425,7,49.58,0.02,59.95,1.06,5,0,Silver,Mobile,Ads,31
USER04426,15,49.62,0.23,85.59,1.38,5,0,Silver,Mobile,Social,29
USER04427,23,48.21,0.51,70.46,1.98,3,1,Free,Desktop,Ads,87
USER04428,23,56.45,0.25,57.68,3.33,6,0,Free,Desktop,Direct,11
USER04429,17,39.76,0.22,87.13,0.14,5,1,Platinum,Tablet,Ads,25
USER04430,19,79.02,0.13,72.42,0.08,8,0,Free,Desktop,Direct,22
USER04431,9,20.3,0.2,75.93,1.69,6,1,Platinum,Mobile,Email,36
USER04432,12,10.48,0.33,75.69,0.07,5,0,Free,Desktop,Social,15
USER04433,16,8.83,0.09,85.57,0.17,2,0,Free,Mobile,Email,33
USER04434,11,3.41,0.31,26.45,0.82,7,1,Free,Desktop,Ads,81
USER04435,10,58.46,0.18,76.01,0.3,1,1,Silver,Mobile,Direct,43
USER04436,19,56.03,0.37,123.17,3.44,2,0,Silver,Desktop,Direct,0
USER04437,12,69.16,0.56,-2.41,0.6,3,0,Free,Mobile,Social,55
USER04438,16,23.87,0.33,63.8,1.29,3,1,Free,Mobile,Email,69
USER04439,18,59.91,0.42,78.9,0.01,5,0,Silver,Desktop,Ads,51
USER04440,10,46.14,0.22,41.02,1.08,4,0,Free,Mobile,Email,50
USER04441,17,48.33,0.45,27.55,2.49,1,0,Free,Mobile,Ads,85
USER04442,19,57.51,0.08,61.86,5.18,0,0,Silver,Desktop,Email,81
USER04443,14,29.87,0.28,57.29,1.7,4,0,Free,Mobile,Social,6
USER04444,14,96.74,0.14,95.75,0.34,7,0,Free,Desktop,Ads,43
USER04445,8,71.64,0.3,57.39,0.68,2,1,Gold,Mobile,Email,37
USER04446,14,34.37,0.18,90.35,0.26,2,0,Silver,Mobile,Email,46
USER04447,12,23.19,0.36,81.8,0.62,3,0,Platinum,Mobile,Direct,44
USER04448,19,43.24,0.42,96.43,1.24,4,0,Free,Mobile,Social,84
USER04449,9,48.65,0.18,64.32,1.0,6,1,Silver,Mobile,Email,63
USER04450,11,66.31,0.17,70.29,3.1,3,1,Free,Desktop,Email,3
USER04451,15,21.63,0.27,107.96,0.34,0,1,Free,Desktop,Social,32
USER04452,14,50.71,0.08,113.32,0.85,1,0,Platinum,Mobile,Direct,14
USER04453,12,14.42,0.38,125.76,1.5,4,1,Silver,Mobile,Direct,36
USER04454,11,53.73,0.15,42.28,5.95,2,1,Free,Mobile,Ads,46
USER04455,11,42.85,0.43,48.57,0.36,8,0,Silver,Tablet,Direct,60
USER04456,15,83.73,0.5,85.12,2.69,4,0,Free,Desktop,Email,45
USER04457,13,14.08,0.12,65.08,1.44,5,0,Gold,Desktop,Ads,62
USER04458,16,72.41,0.2,13.15,0.22,3,0,Silver,Mobile,Social,51
USER04459,21,10.92,0.21,87.83,2.3,6,0,Platinum,Mobile,Social,26
USER04460,12,18.46,0.33,49.87,0.29,4,1,Free,Mobile,Direct,16
USER04461,16,11.46,0.27,75.6,1.8,5,1,Silver,Mobile,Ads,56
USER04462,17,50.01,0.47,82.96,0.41,2,1,Free,Mobile,Email,57
USER04463,22,21.53,0.12,62.91,0.95,2,0,Free,Mobile,Direct,30
USER04464,10,18.03,0.32,66.2,2.29,4,0,Gold,Desktop,Ads,51
USER04465,16,49.06,0.06,94.64,1.51,2,0,Silver,Mobile,Social,14
USER04466,10,54.04,0.46,22.37,2.02,3,0,Silver,Desktop,Direct,43
USER04467,12,45.8,0.28,37.14,2.44,6,0,Gold,Desktop,Direct,67
USER04468,12,41.76,0.23,-1.7,0.05,6,0,Gold,Mobile,Ads,81
USER04469,26,81.58,0.24,56.31,0.98,3,0,Gold,Mobile,Direct,34
USER04470,20,47.92,0.57,122.28,6.36,5,0,Silver,Mobile,Social,76
USER04471,23,61.11,0.25,41.37,2.38,5,1,Silver,Mobile,Email,84
USER04472,14,47.86,0.22,78.5,0.68,4,0,Gold,Mobile,Social,13
USER04473,16,23.04,0.19,73.2,0.5,6,0,Platinum,Mobile,Direct,56
USER04474,16,56.0,0.09,44.5,1.83,3,0,Free,Mobile,Direct,51
USER04475,6,31.88,0.15,54.53,0.22,0,1,Free,Desktop,Direct,17
USER04476,14,43.18,0.22,14.88,3.21,5,0,Free,Mobile,Direct,68
USER04477,17,51.11,0.44,87.89,0.13,2,0,Free,Mobile,Email,72
USER04478,14,6.17,0.35,119.35,1.23,5,1,Free,Mobile,Email,46
USER04479,15,12.81,0.24,36.49,2.81,1,0,Free,Tablet,Ads,39
USER04480,24,63.19,0.17,79.85,1.91,3,1,Silver,Desktop,Social,51
USER04481,17,31.73,0.4,108.14,1.0,3,0,Silver,Mobile,Email,0
USER04482,9,32.67,0.19,103.07,0.39,4,1,Free,Mobile,Direct,54
USER04483,23,48.33,0.18,96.0,1.38,4,0,Free,Tablet,Ads,42
USER04484,16,37.29,0.08,120.25,5.09,2,1,Gold,Mobile,Direct,38
USER04485,16,53.35,0.34,33.38,0.15,3,0,Free,Desktop,Email,67
USER04486,12,43.98,0.26,53.54,0.05,5,1,Free,Mobile,Ads,84
USER04487,23,48.97,0.27,71.46,0.82,2,0,Platinum,Desktop,Social,68
USER04488,14,30.96,0.31,95.8,1.34,3,1,Gold,Desktop,Social,35
USER04489,19,48.87,0.48,102.63,0.66,4,1,Platinum,Mobile,Social,88
USER04490,19,67.1,0.41,75.67,1.9,4,0,Gold,Mobile,Ads,75
USER04491,20,33.65,0.72,89.97,1.11,3,0,Gold,Tablet,Ads,88
USER04492,10,63.31,0.27,86.51,0.64,3,1,Free,Mobile,Direct,69
USER04493,13,43.97,0.24,21.13,2.37,6,1,Gold,Mobile,Email,31
USER04494,20,59.69,0.15,54.49,0.16,4,0,Free,Mobile,Direct,57
USER04495,14,47.58,0.54,10.76,0.06,3,1,Platinum,Desktop,Email,17
USER04496,14,44.33,0.1,63.86,0.09,6,0,Free,Tablet,Ads,40
