customer_id,signup_date,last_active_date,tenure_months,subscription_type,monthly_fee,auto_renew,payment_method,num_logins_last_30d,support_tickets,feature_usage_score,discount_used,referral_channel,country,is_churned
CUST03612,2020-06-11 18:23:00.378037800,2021-06-13 18:23:00.378037800,46,Premium,10,1,Other,17,3,60.69,0,Organic,Canada,0
CUST03613,2020-06-11 21:53:24.680468040,2021-05-20 21:53:24.680468040,46,Premium,30,1,Card,17,0,24.36,1,Partner,Germany,0
CUST03614,2020-06-12 01:23:48.982898288,2020-09-24 01:23:48.982898288,46,Free,10,1,Other,17,3,17.92,0,Organic,France,0
CUST03615,2020-06-12 04:54:13.285328528,2021-04-16 04:54:13.285328528,46,Basic,10,1,PayPal,11,1,41.85,0,Paid,India,1
CUST03616,2020-06-12 08:24:37.587758776,2021-01-03 08:24:37.587758776,46,Free,30,1,Other,9,0,3.89,1,Referral,Canada,0
CUST03617,2020-06-12 11:55:01.890189016,2022-05-04 11:55:01.890189016,46,Basic,10,1,Other,7,4,51.48,1,Organic,Germany,0
CUST03618,2020-06-12 15:25:26.192619256,2021-04-10 15:25:26.192619256,46,Basic,0,1,Other,9,2,27.01,0,Partner,Germany,1
CUST03619,2020-06-12 18:55:50.495049504,2022-10-26 18:55:50.495049504,46,Basic,0,1,Other,10,2,37.42,0,Paid,US,0
CUST03620,2020-06-12 22:26:14.797479744,2022-03-23 22:26:14.797479744,46,Basic,30,0,Other,8,1,17.7,0,Organic,US,1
CUST03621,2020-06-13 01:56:39.099909984,2022-04-24 01:56:39.099909984,46,Free,0,1,Card,15,0,51.82,0,Organic,India,1
CUST03622,2020-06-13 05:27:03.402340232,2022-11-21 05:27:03.402340232,46,Free,30,0,Wallet,8,4,41.9,0,Referral,Canada,0
CUST03623,2020-06-13 08:57:27.704770472,2022-09-03 08:57:27.704770472,46,Free,10,1,Other,10,2,40.18,0,Paid,Germany,0
CUST03624,2020-06-13 12:27:52.007200720,2022-11-18 12:27:52.007200720,46,Basic,30,0,PayPal,8,4,24.34,1,Partner,Canada,1
CUST03625,2020-06-13 15:58:16.309630960,2021-04-27 15:58:16.309630960,46,Premium,30,1,PayPal,8,2,53.3,1,Paid,India,0
CUST03626,2020-06-13 19:28:40.612061200,2022-07-06 19:28:40.612061200,46,Free,10,0,Card,17,1,29.74,1,Paid,India,0
CUST03627,2020-06-13 22:59:04.914491448,2021-04-10 22:59:04.914491448,46,Premium,0,1,Wallet,8,0,45.82,0,Referral,India,0
CUST03628,2020-06-14 02:29:29.216921688,2020-09-17 02:29:29.216921688,46,Premium,30,0,Wallet,10,2,16.44,0,Partner,Canada,1
CUST03629,2020-06-14 05:59:53.519351936,2021-11-08 05:59:53.519351936,46,Premium,10,1,Other,7,3,7.04,0,Partner,UK,1
CUST03630,2020-06-14 09:30:17.821782176,2021-03-18 09:30:17.821782176,46,Premium,30,1,PayPal,9,4,4.85,0,Partner,Canada,1
CUST03631,2020-06-14 13:00:42.124212416,2020-12-16 13:00:42.124212416,46,Premium,10,1,PayPal,18,1,58.27,1,Organic,UK,0
CUST03632,2020-06-14 16:31:06.426642664,2020-08-29 16:31:06.426642664,46,Free,30,1,Card,8,0,45.2,0,Paid,US,0
CUST03633,2020-06-14 20:01:30.729072904,2021-10-10 20:01:30.729072904,46,Basic,0,1,Other,15,2,35.95,0,Organic,Canada,0
CUST03634,2020-06-14 23:31:55.031503144,2021-01-30 23:31:55.031503144,46,Premium,30,1,PayPal,11,3,14.14,0,Organic,Germany,0
CUST03635,2020-06-15 03:02:19.333933392,2022-05-05 03:02:19.333933392,46,Basic,10,0,Other,9,4,18.43,0,Paid,UK,1
CUST03636,2020-06-15 06:32:43.636363632,2020-11-15 06:32:43.636363632,46,Premium,10,1,Wallet,21,1,25.63,0,Partner,UK,0
CUST03637,2020-06-15 10:03:07.938793880,2020-07-15 10:03:07.938793880,46,Free,0,0,Other,12,1,41.6,0,Organic,Germany,0
CUST03638,2020-06-15 13:33:32.241224120,2022-08-12 13:33:32.241224120,46,Premium,0,1,Other,10,3,38.59,1,Paid,India,0
CUST03639,2020-06-15 17:03:56.543654360,2022-11-16 17:03:56.543654360,46,Basic,0,1,Card,13,3,22.34,0,Paid,France,1
CUST03640,2020-06-15 20:34:20.846084608,2022-04-15 20:34:20.846084608,46,Basic,10,1,Card,11,1,25.89,0,Paid,US,0
CUST03641,2020-06-16 00:04:45.148514848,2021-01-22 00:04:45.148514848,46,Basic,30,0,Wallet,12,4,56.1,1,Partner,Germany,1
CUST03642,2020-06-16 03:35:09.450945088,2022-02-14 03:35:09.450945088,46,Premium,10,1,Wallet,10,2,13.46,0,Organic,Canada,0
CUST03643,2020-06-16 07:05:33.753375336,2021-12-13 07:05:33.753375336,46,Premium,30,1,Other,10,1,7.59,0,Paid,UK,0
CUST03644,2020-06-16 10:35:58.055805576,2021-09-30 10:35:58.055805576,46,Basic,0,0,PayPal,17,0,52.48,1,Paid,Germany,0
CUST03645,2020-06-16 14:06:22.358235824,2022-10-08 14:06:22.358235824,46,Premium,10,0,Other,15,1,18.1,0,Partner,India,0
CUST03646,2020-06-16 17:36:46.660666064,2022-09-29 17:36:46.660666064,46,Basic,10,1,Wallet,7,0,48.78,0,Referral,Germany,0
CUST03647,2020-06-16 21:07:10.963096304,2020-12-05 21:07:10.963096304,46,Free,30,1,Card,13,2,34.1,1,Organic,India,1
CUST03648,2020-06-17 00:37:35.265526552,2021-01-23 00:37:35.265526552,46,Free,30,1,Card,8,1,19.62,0,Referral,India,0
CUST03649,2020-06-17 04:07:59.567956792,2021-12-31 04:07:59.567956792,46,Free,10,1,Wallet,6,0,34.42,0,Partner,Germany,1
CUST03650,2020-06-17 07:38:23.870387032,2021-02-28 07:38:23.870387032,46,Basic,30,1,Other,18,3,24.31,0,Paid,US,0
CUST03651,2020-06-17 11:08:48.172817280,2021-05-25 11:08:48.172817280,46,Basic,0,1,PayPal,17,3,17.65,0,Organic,UK,0
CUST03652,2020-06-17 14:39:12.475247520,2022-04-06 14:39:12.475247520,46,Premium,10,1,Card,10,1,20.35,0,Referral,France,0
CUST03653,2020-06-17 18:09:36.777677768,2021-05-14 18:09:36.777677768,46,Premium,0,1,Other,12,2,7.28,1,Paid,US,0
CUST03654,2020-06-17 21:40:01.080108008,2022-05-01 21:40:01.080108008,46,Free,10,0,PayPal,14,2,22.41,0,Paid,Canada,1
CUST03655,2020-06-18 01:10:25.382538248,2021-10-20 01:10:25.382538248,46,Basic,10,1,Wallet,11,2,28.66,1,Partner,India,0
CUST03656,2020-06-18 04:40:49.684968496,2021-08-22 04:40:49.684968496,46,Basic,30,1,Other,7,2,38.5,0,Referral,US,0
CUST03657,2020-06-18 08:11:13.987398736,2022-01-19 08:11:13.987398736,46,Basic,10,1,PayPal,13,2,30.56,0,Referral,Germany,1
CUST03658,2020-06-18 11:41:38.289828976,2021-08-14 11:41:38.289828976,46,Free,30,1,Other,12,3,49.38,1,Organic,India,0
CUST03659,2020-06-18 15:12:02.592259224,2022-12-01 15:12:02.592259224,46,Free,10,0,Card,10,4,5.75,0,Paid,France,0
CUST03660,2020-06-18 18:42:26.894689464,2022-08-20 18:42:26.894689464,46,Premium,0,0,Wallet,11,1,28.62,0,Organic,UK,0
CUST03661,2020-06-18 22:12:51.197119712,2022-11-09 22:12:51.197119712,46,Premium,30,1,Card,11,0,45.33,0,Referral,US,0
CUST03662,2020-06-19 01:43:15.499549952,2021-02-10 01:43:15.499549952,46,Free,30,1,Card,10,3,20.29,0,Paid,UK,1
CUST03663,2020-06-19 05:13:39.801980192,2021-02-13 05:13:39.801980192,46,Basic,30,1,Other,12,2,14.12,0,Organic,France,0
CUST03664,2020-06-19 08:44:04.104410440,2020-11-10 08:44:04.104410440,46,Basic,10,1,Wallet,15,6,16.52,0,Organic,India,0
CUST03665,2020-06-19 12:14:28.406840680,2022-07-25 12:14:28.406840680,46,Premium,30,1,Other,13,2,20.61,0,Partner,US,0
CUST03666,2020-06-19 15:44:52.709270920,2022-04-25 15:44:52.709270920,46,Basic,30,0,PayPal,11,5,17.77,0,Referral,India,1
CUST03667,2020-06-19 19:15:17.011701168,2021-03-26 19:15:17.011701168,46,Free,0,1,Wallet,22,1,25.15,0,Partner,France,0
CUST03668,2020-06-19 22:45:41.314131408,2021-02-22 22:45:41.314131408,46,Premium,0,1,Card,5,0,22.38,0,Organic,India,0
CUST03669,2020-06-20 02:16:05.616561656,2021-08-30 02:16:05.616561656,46,Basic,0,1,Card,4,0,18.71,0,Organic,India,0
CUST03670,2020-06-20 05:46:29.918991896,2021-10-05 05:46:29.918991896,46,Basic,10,1,Card,14,2,36.36,1,Partner,UK,0
CUST03671,2020-06-20 09:16:54.221422136,2022-03-14 09:16:54.221422136,46,Basic,10,1,Other,8,1,28.01,1,Paid,France,0
CUST03672,2020-06-20 12:47:18.523852384,2021-07-08 12:47:18.523852384,46,Basic,30,0,Other,8,1,35.53,1,Referral,UK,0
CUST03673,2020-06-20 16:17:42.826282624,2022-01-28 16:17:42.826282624,46,Basic,10,0,Other,10,3,52.28,1,Organic,France,0
CUST03674,2020-06-20 19:48:07.128712872,2022-01-20 19:48:07.128712872,46,Basic,30,1,Wallet,6,0,62.33,0,Organic,UK,0
CUST03675,2020-06-20 23:18:31.431143112,2020-12-08 23:18:31.431143112,46,Basic,30,0,Wallet,13,1,28.55,0,Paid,UK,0
CUST03676,2020-06-21 02:48:55.733573352,2022-03-24 02:48:55.733573352,46,Free,10,0,Wallet,10,2,32.87,0,Referral,Canada,0
CUST03677,2020-06-21 06:19:20.036003600,2021-12-03 06:19:20.036003600,46,Premium,0,0,Wallet,17,3,56.57,0,Partner,Canada,0
CUST03678,2020-06-21 09:49:44.338433840,2022-11-07 09:49:44.338433840,46,Free,10,1,PayPal,14,2,40.55,0,Paid,India,0
CUST03679,2020-06-21 13:20:08.640864080,2022-06-22 13:20:08.640864080,46,Free,30,0,Card,13,2,44.13,0,Referral,Germany,0
CUST03680,2020-06-21 16:50:32.943294328,2022-01-18 16:50:32.943294328,46,Premium,30,1,Other,15,3,48.2,0,Partner,Canada,0
CUST03681,2020-06-21 20:20:57.245724568,2022-05-10 20:20:57.245724568,46,Premium,10,1,Other,11,1,26.78,0,Referral,US,0
CUST03682,2020-06-21 23:51:21.548154816,2022-01-13 23:51:21.548154816,46,Premium,30,1,PayPal,15,1,38.96,0,Partner,Germany,0
CUST03683,2020-06-22 03:21:45.850585056,2022-11-14 03:21:45.850585056,46,Basic,10,1,Card,14,0,3.3,0,Paid,Germany,0
CUST03684,2020-06-22 06:52:10.153015296,2021-12-10 06:52:10.153015296,46,Basic,30,1,Card,12,1,23.43,0,Partner,France,0
CUST03685,2020-06-22 10:22:34.455445544,2022-03-09 10:22:34.455445544,46,Premium,10,1,PayPal,15,0,21.91,1,Organic,France,0
CUST03686,2020-06-22 13:52:58.757875784,2021-04-28 13:52:58.757875784,46,Premium,0,1,Wallet,11,0,18.58,0,Partner,Germany,0
CUST03687,2020-06-22 17:23:23.060306024,2021-09-18 17:23:23.060306024,46,Basic,0,1,Card,3,2,10.56,1,Partner,India,1
CUST03688,2020-06-22 20:53:47.362736272,2022-11-24 20:53:47.362736272,46,Premium,0,1,Wallet,7,1,17.85,0,Paid,US,1
CUST03689,2020-06-23 00:24:11.665166512,2021-04-18 00:24:11.665166512,46,Free,10,1,PayPal,23,1,45.78,0,Paid,Canada,0
CUST03690,2020-06-23 03:54:35.967596760,2020-12-23 03:54:35.967596760,46,Premium,30,1,Other,14,0,16.77,0,Referral,India,0
CUST03691,2020-06-23 07:25:00.270027000,2022-03-28 07:25:00.270027000,46,Premium,0,1,Other,8,3,72.26,0,Paid,France,0
CUST03692,2020-06-23 10:55:24.572457240,2022-07-19 10:55:24.572457240,46,Premium,30,0,Other,10,2,11.25,0,Referral,US,1
CUST03693,2020-06-23 14:25:48.874887488,2022-05-15 14:25:48.874887488,46,Premium,10,1,Other,13,0,45.1,0,Paid,US,0
CUST03694,2020-06-23 17:56:13.177317728,2020-10-13 17:56:13.177317728,46,Premium,30,1,Card,8,2,25.49,0,Referral,UK,1
CUST03695,2020-06-23 21:26:37.479747968,2022-04-05 21:26:37.479747968,46,Free,30,1,Wallet,8,2,34.04,0,Paid,US,1
CUST03696,2020-06-24 00:57:01.782178216,2021-09-22 00:57:01.782178216,46,Basic,30,1,Other,16,0,51.84,1,Partner,France,0
CUST03697,2020-06-24 04:27:26.084608456,2021-04-24 04:27:26.084608456,46,Free,10,1,Other,10,3,12.21,1,Organic,India,1
CUST03698,2020-06-24 07:57:50.387038704,2022-07-06 07:57:50.387038704,46,Basic,10,0,Other,13,2,24.17,1,Referral,Canada,0
CUST03699,2020-06-24 11:28:14.689468944,2021-05-03 11:28:14.689468944,46,Premium,30,1,PayPal,14,0,12.74,0,Partner,Germany,0
CUST03700,2020-06-24 14:58:38.991899184,2021-01-12 14:58:38.991899184,46,Basic,0,1,Card,6,0,34.49,1,Paid,India,0
CUST03701,2020-06-24 18:29:03.294329432,2021-06-15 18:29:03.294329432,46,Basic,10,1,PayPal,17,3,26.04,1,Organic,US,1
CUST03702,2020-06-24 21:59:27.596759672,2022-07-11 21:59:27.596759672,46,Basic,0,1,Wallet,10,1,16.95,0,Paid,India,0
CUST03703,2020-06-25 01:29:51.899189912,2020-09-25 01:29:51.899189912,46,Premium,30,1,Other,9,2,32.29,0,Partner,India,0
CUST03704,2020-06-25 05:00:16.201620160,2020-10-05 05:00:16.201620160,46,Free,30,0,Card,14,2,37.11,0,Partner,Germany,1
CUST03705,2020-06-25 08:30:40.504050400,2022-08-26 08:30:40.504050400,46,Basic,30,1,Card,18,2,23.08,0,Referral,Canada,0
CUST03706,2020-06-25 12:01:04.806480648,2022-04-21 12:01:04.806480648,46,Free,10,1,Card,14,1,29.16,0,Organic,UK,1
CUST03707,2020-06-25 15:31:29.108910888,2021-08-03 15:31:29.108910888,46,Premium,0,1,PayPal,11,3,25.25,0,Paid,UK,0
CUST03708,2020-06-25 19:01:53.411341128,2022-04-18 19:01:53.411341128,46,Free,30,1,PayPal,7,3,17.02,0,Organic,UK,1
CUST03709,2020-06-25 22:32:17.713771376,2021-12-14 22:32:17.713771376,46,Premium,10,1,PayPal,9,1,2.83,0,Organic,France,0
CUST03710,2020-06-26 02:02:42.016201616,2022-09-20 02:02:42.016201616,46,Basic,10,1,PayPal,10,1,16.43,0,Referral,Germany,1
CUST03711,2020-06-26 05:33:06.318631856,2021-08-27 05:33:06.318631856,46,Free,10,1,Wallet,11,0,30.71,0,Partner,US,0
CUST03712,2020-06-26 09:03:30.621062104,2020-11-22 09:03:30.621062104,46,Premium,0,0,Other,8,0,19.03,0,Paid,Germany,1
CUST03713,2020-06-26 12:33:54.923492344,2021-10-05 12:33:54.923492344,46,Free,0,0,Other,15,4,21.01,0,Paid,Germany,0
CUST03714,2020-06-26 16:04:19.225922592,2022-11-01 16:04:19.225922592,46,Basic,10,0,PayPal,6,2,34.17,1,Referral,India,0
CUST03715,2020-06-26 19:34:43.528352832,2022-06-01 19:34:43.528352832,46,Free,10,1,PayPal,15,2,8.02,0,Referral,Germany,0
CUST03716,2020-06-26 23:05:07.830783072,2021-11-02 23:05:07.830783072,46,Basic,10,0,PayPal,14,2,32.71,0,Organic,India,0
CUST03717,2020-06-27 02:35:32.133213320,2021-05-08 02:35:32.133213320,46,Basic,30,1,Wallet,17,1,33.21,0,Paid,India,0
CUST03718,2020-06-27 06:05:56.435643560,2021-04-17 06:05:56.435643560,46,Basic,10,1,Wallet,12,2,25.53,0,Referral,UK,0
CUST03719,2020-06-27 09:36:20.738073808,2021-06-11 09:36:20.738073808,46,Free,10,1,Card,9,0,36.08,0,Referral,US,1
CUST03720,2020-06-27 13:06:45.040504048,2022-05-30 13:06:45.040504048,46,Basic,30,0,Other,17,1,26.5,1,Organic,France,0
CUST03721,2020-06-27 16:37:09.342934288,2021-08-06 16:37:09.342934288,46,Premium,30,1,PayPal,8,3,18.73,0,Paid,UK,0
CUST03722,2020-06-27 20:07:33.645364536,2022-10-24 20:07:33.645364536,46,Premium,0,0,Card,10,3,18.41,0,Referral,US,0
CUST03723,2020-06-27 23:37:57.947794776,2020-10-23 23:37:57.947794776,46,Basic,30,0,Other,8,0,59.25,1,Organic,UK,0
CUST03724,2020-06-28 03:08:22.250225016,2022-05-12 03:08:22.250225016,46,Basic,10,1,Card,12,1,17.37,1,Referral,Germany,0
CUST03725,2020-06-28 06:38:46.552655264,2021-02-15 06:38:46.552655264,46,Basic,0,1,Wallet,8,1,11.1,0,Organic,France,0
CUST03726,2020-06-28 10:09:10.855085504,2022-10-26 10:09:10.855085504,46,Basic,10,1,Wallet,14,1,20.06,0,Referral,Canada,0
CUST03727,2020-06-28 13:39:35.157515752,2022-08-05 13:39:35.157515752,46,Free,10,1,Card,14,2,23.39,1,Partner,UK,0
CUST03728,2020-06-28 17:09:59.459945992,2021-06-26 17:09:59.459945992,46,Basic,30,1,Card,13,0,42.83,0,Paid,Canada,0
CUST03729,2020-06-28 20:40:23.762376232,2021-03-06 20:40:23.762376232,46,Basic,10,0,Other,19,1,29.23,1,Referral,France,0
CUST03730,2020-06-29 00:10:48.064806480,2020-09-07 00:10:48.064806480,46,Basic,10,1,PayPal,17,0,47.16,1,Paid,France,1
CUST03731,2020-06-29 03:41:12.367236720,2022-07-06 03:41:12.367236720,46,Basic,30,0,Other,10,1,12.72,0,Organic,France,0
CUST03732,2020-06-29 07:11:36.669666960,2020-10-04 07:11:36.669666960,46,Premium,10,1,Other,9,2,22.87,0,Organic,US,1
CUST03733,2020-06-29 10:42:00.972097208,2022-09-12 10:42:00.972097208,46,Free,30,1,Wallet,17,0,12.76,0,Referral,UK,1
CUST03734,2020-06-29 14:12:25.274527448,2021-12-24 14:12:25.274527448,46,Premium,30,1,Wallet,14,1,25.64,1,Partner,US,0
CUST03735,2020-06-29 17:42:49.576957696,2022-04-26 17:42:49.576957696,46,Premium,10,1,Card,13,2,41.34,0,Paid,UK,0
CUST03736,2020-06-29 21:13:13.879387936,2022-04-11 21:13:13.879387936,46,Basic,30,0,Wallet,10,2,30.76,0,Referral,Canada,1
CUST03737,2020-06-30 00:43:38.181818176,2022-03-19 00:43:38.181818176,46,Basic,0,1,Other,13,2,65.32,0,Organic,UK,0
CUST03738,2020-06-30 04:14:02.484248424,2022-04-22 04:14:02.484248424,46,Basic,0,1,Card,10,1,29.9,0,Referral,UK,0
CUST03739,2020-06-30 07:44:26.786678664,2020-12-03 07:44:26.786678664,46,Free,10,1,Card,9,2,27.56,1,Partner,India,0
CUST03740,2020-06-30 11:14:51.089108904,2021-04-10 11:14:51.089108904,46,Basic,30,0,Wallet,10,2,53.5,1,Paid,Germany,0
CUST03741,2020-06-30 14:45:15.391539152,2022-06-24 14:45:15.391539152,46,Premium,30,0,PayPal,9,1,29.9,0,Paid,UK,0
CUST03742,2020-06-30 18:15:39.693969392,2020-08-14 18:15:39.693969392,46,Free,10,1,Wallet,15,1,34.66,0,Paid,India,0
CUST03743,2020-06-30 21:46:03.996399640,2021-11-18 21:46:03.996399640,46,Basic,0,1,Card,9,3,38.14,0,Organic,Germany,0
CUST03744,2020-07-01 01:16:28.298829880,2020-09-30 01:16:28.298829880,46,Premium,0,1,Card,14,1,57.6,1,Paid,Canada,0
CUST03745,2020-07-01 04:46:52.601260120,2021-10-05 04:46:52.601260120,46,Premium,30,1,PayPal,16,1,14.28,0,Organic,India,0
CUST03746,2020-07-01 08:17:16.903690368,2022-05-31 08:17:16.903690368,46,Basic,30,1,Other,11,3,31.55,0,Organic,France,0
CUST03747,2020-07-01 11:47:41.206120608,2021-04-24 11:47:41.206120608,46,Premium,30,1,Card,14,1,37.03,0,Referral,India,0
CUST03748,2020-07-01 15:18:05.508550848,2020-09-03 15:18:05.508550848,46,Basic,30,0,PayPal,12,2,24.26,0,Referral,UK,1
CUST03749,2020-07-01 18:48:29.810981096,2022-09-17 18:48:29.810981096,46,Free,10,1,Other,17,1,22.55,1,Partner,Canada,1
CUST03750,2020-07-01 22:18:54.113411336,2022-02-26 22:18:54.113411336,46,Basic,10,0,Wallet,15,2,32.01,0,Paid,Germany,0
CUST03751,2020-07-02 01:49:18.415841584,2021-12-07 01:49:18.415841584,46,Basic,10,1,PayPal,15,3,57.65,0,Organic,Canada,0
CUST03752,2020-07-02 05:19:42.718271824,2022-02-13 05:19:42.718271824,46,Premium,30,0,Other,15,2,23.91,0,Organic,Canada,0
CUST03753,2020-07-02 08:50:07.020702064,2021-11-12 08:50:07.020702064,46,Free,10,1,Card,12,1,8.25,0,Referral,US,0
CUST03754,2020-07-02 12:20:31.323132312,2022-09-06 12:20:31.323132312,46,Basic,0,1,Card,12,0,21.25,1,Partner,France,1
CUST03755,2020-07-02 15:50:55.625562552,2022-05-23 15:50:55.625562552,46,Basic,30,1,PayPal,15,2,14.66,0,Organic,Canada,0
CUST03756,2020-07-02 19:21:19.927992800,2021-06-21 19:21:19.927992800,46,Basic,30,0,Wallet,12,0,20.11,1,Organic,France,0
CUST03757,2020-07-02 22:51:44.230423040,2021-05-31 22:51:44.230423040,46,Free,10,0,PayPal,14,2,23.5,0,Partner,France,0
CUST03758,2020-07-03 02:22:08.532853280,2021-05-04 02:22:08.532853280,46,Basic,30,1,Card,10,1,62.1,1,Organic,Germany,0
CUST03759,2020-07-03 05:52:32.835283528,2022-12-18 05:52:32.835283528,46,Premium,30,1,Other,8,1,15.67,1,Referral,UK,0
CUST03760,2020-07-03 09:22:57.137713768,2022-06-16 09:22:57.137713768,46,Basic,0,1,Wallet,13,1,28.04,1,Referral,Germany,1
CUST03761,2020-07-03 12:53:21.440144008,2021-02-18 12:53:21.440144008,46,Basic,10,0,Other,12,2,49.48,1,Partner,Germany,0
CUST03762,2020-07-03 16:23:45.742574256,2021-10-20 16:23:45.742574256,46,Basic,10,1,PayPal,11,0,29.72,0,Paid,Germany,0
CUST03763,2020-07-03 19:54:10.045004496,2021-06-21 19:54:10.045004496,46,Basic,10,1,PayPal,14,1,12.3,0,Paid,US,1
CUST03764,2020-07-03 23:24:34.347434744,2020-09-05 23:24:34.347434744,46,Basic,30,1,Other,21,0,23.86,0,Partner,Canada,1
CUST03765,2020-07-04 02:54:58.649864984,2021-11-27 02:54:58.649864984,45,Premium,10,1,Other,13,2,41.31,1,Organic,France,1
CUST03766,2020-07-04 06:25:22.952295224,2022-07-31 06:25:22.952295224,45,Premium,0,1,Other,9,2,39.74,1,Organic,Germany,1
CUST03767,2020-07-04 09:55:47.254725472,2021-11-25 09:55:47.254725472,45,Basic,0,1,PayPal,11,0,34.05,0,Paid,France,0
CUST03768,2020-07-04 13:26:11.557155712,2020-10-06 13:26:11.557155712,45,Basic,0,1,Other,12,0,59.86,1,Organic,India,0
CUST03769,2020-07-04 16:56:35.859585952,2020-08-10 16:56:35.859585952,45,Premium,10,1,Card,14,1,45.6,0,Partner,Canada,1
CUST03770,2020-07-04 20:27:00.162016200,2021-05-30 20:27:00.162016200,45,Basic,30,0,Other,5,3,58.33,1,Paid,India,0
CUST03771,2020-07-04 23:57:24.464446440,2021-07-11 23:57:24.464446440,45,Basic,10,1,Card,14,1,46.81,1,Paid,Germany,1
CUST03772,2020-07-05 03:27:48.766876688,2021-10-08 03:27:48.766876688,45,Basic,30,1,Card,14,1,26.56,0,Referral,France,0
CUST03773,2020-07-05 06:58:13.069306928,2021-10-01 06:58:13.069306928,45,Premium,30,0,Other,17,3,21.52,0,Partner,UK,1
CUST03774,2020-07-05 10:28:37.371737168,2021-07-01 10:28:37.371737168,45,Basic,10,1,Wallet,12,1,27.25,0,Paid,US,0
CUST03775,2020-07-05 13:59:01.674167416,2021-10-15 13:59:01.674167416,45,Premium,30,1,Wallet,16,1,26.62,0,Partner,US,0
CUST03776,2020-07-05 17:29:25.976597656,2022-03-14 17:29:25.976597656,45,Premium,30,1,Wallet,7,2,20.87,0,Organic,India,0
CUST03777,2020-07-05 20:59:50.279027896,2021-01-24 20:59:50.279027896,45,Basic,10,1,Card,13,0,32.09,0,Paid,US,1
CUST03778,2020-07-06 00:30:14.581458144,2022-02-14 00:30:14.581458144,45,Premium,10,1,Wallet,13,1,26.71,1,Paid,Germany,1
CUST03779,2020-07-06 04:00:38.883888384,2022-01-13 04:00:38.883888384,45,Premium,30,1,Wallet,9,4,27.96,1,Paid,France,1
CUST03780,2020-07-06 07:31:03.186318632,2022-05-25 07:31:03.186318632,45,Basic,30,1,Other,12,0,58.93,0,Organic,India,0
CUST03781,2020-07-06 11:01:27.488748872,2020-08-30 11:01:27.488748872,45,Free,10,1,PayPal,9,1,30.62,0,Referral,Germany,0
CUST03782,2020-07-06 14:31:51.791179112,2022-11-02 14:31:51.791179112,45,Free,10,1,Card,5,1,2.82,1,Paid,Germany,0
CUST03783,2020-07-06 18:02:16.093609360,2022-04-01 18:02:16.093609360,45,Basic,10,1,PayPal,12,1,53.3,1,Paid,India,0
CUST03784,2020-07-06 21:32:40.396039600,2021-09-14 21:32:40.396039600,45,Basic,0,1,Card,11,1,21.35,1,Partner,UK,0
CUST03785,2020-07-07 01:03:04.698469840,2021-03-25 01:03:04.698469840,45,Basic,10,0,Card,20,5,8.5,1,Referral,India,0
CUST03786,2020-07-07 04:33:29.000900088,2022-01-20 04:33:29.000900088,45,Free,10,1,Wallet,20,2,27.0,1,Partner,Germany,1
CUST03787,2020-07-07 08:03:53.303330328,2022-11-02 08:03:53.303330328,45,Premium,0,0,Other,11,2,12.64,0,Paid,Germany,1
CUST03788,2020-07-07 11:34:17.605760576,2022-02-06 11:34:17.605760576,45,Basic,10,1,PayPal,7,0,19.11,0,Organic,UK,0
CUST03789,2020-07-07 15:04:41.908190816,2022-10-02 15:04:41.908190816,45,Basic,0,1,PayPal,12,3,21.28,1,Partner,India,1
CUST03790,2020-07-07 18:35:06.210621056,2021-12-23 18:35:06.210621056,45,Basic,10,1,Wallet,7,2,19.36,1,Partner,Canada,0
CUST03791,2020-07-07 22:05:30.513051304,2022-06-05 22:05:30.513051304,45,Basic,0,1,PayPal,17,3,14.54,0,Referral,France,0
CUST03792,2020-07-08 01:35:54.815481544,2021-02-01 01:35:54.815481544,45,Basic,0,0,PayPal,10,0,57.58,0,Organic,UK,0
CUST03793,2020-07-08 05:06:19.117911784,2020-12-16 05:06:19.117911784,45,Basic,30,0,Card,11,0,18.94,0,Referral,Canada,1
CUST03794,2020-07-08 08:36:43.420342032,2022-11-07 08:36:43.420342032,45,Free,30,1,Other,11,1,16.47,0,Partner,India,1
CUST03795,2020-07-08 12:07:07.722772272,2021-11-04 12:07:07.722772272,45,Premium,10,1,Other,10,0,12.95,0,Paid,UK,0
CUST03796,2020-07-08 15:37:32.025202520,2021-07-20 15:37:32.025202520,45,Premium,10,0,PayPal,15,0,22.68,0,Organic,US,1
CUST03797,2020-07-08 19:07:56.327632760,2022-01-28 19:07:56.327632760,45,Basic,10,0,PayPal,12,3,6.1,0,Paid,India,1
CUST03798,2020-07-08 22:38:20.630063000,2022-09-17 22:38:20.630063000,45,Premium,10,1,Card,9,3,52.64,1,Paid,India,0
CUST03799,2020-07-09 02:08:44.932493248,2021-09-17 02:08:44.932493248,45,Premium,10,0,Wallet,9,1,13.18,0,Organic,UK,0
CUST03800,2020-07-09 05:39:09.234923488,2020-10-22 05:39:09.234923488,45,Free,10,1,Card,15,2,27.61,1,Organic,India,1
CUST03801,2020-07-09 09:09:33.537353736,2022-03-09 09:09:33.537353736,45,Premium,30,1,Wallet,11,2,5.93,1,Partner,India,0
CUST03802,2020-07-09 12:39:57.839783976,2022-12-09 12:39:57.839783976,45,Premium,0,1,Wallet,10,0,32.63,0,Organic,France,0
