review_id,user_id,review_text,review_length,sentiment_score,platform,language,device_type,region,review_date,sentiment
REV06239,USER03925,Exceeded expectations!,273,-0.24,AppStore,en,Mobile,Germany,2021-09-13,positive
REV06240,USER02087,Exceeded expectations!,153,-0.74,AppStore,de,Mobile,US,2022-09-13,neutral
REV06241,USER02008,"It was okay, nothing special.",75,1.15,Twitter,fr,Tablet,US,2023-05-25,negative
REV06242,USER00801,"Amazing experience, will recommend.",33,-0.69,Twitter,en,Mobile,Brazil,2020-04-25,negative
REV06243,USER02780,Terrible service. Never coming back.,197,1.35,Web,en,Tablet,India,2023-12-04,positive
REV06244,USER04921,Terrible service. Never coming back.,120,0.14,Amazon,en,Mobile,Germany,2023-07-26,negative
REV06245,USER00756,"Amazing experience, will recommend.",199,0.42,Web,fr,Mobile,Brazil,2020-03-27,negative
REV06246,USER01996,Good value for money.,276,0.08,Amazon,en,Mobile,India,2023-01-21,positive
REV06247,USER01322,Worst purchase ever!,287,-0.85,Twitter,en,Desktop,Germany,2023-06-02,negative
REV06248,USER02331,Great product! Really loved it.,56,0.41,Amazon,en,Mobile,US,2023-08-31,neutral
REV06249,USER00110,Very satisfied with the quality.,223,-0.43,Amazon,es,Mobile,India,2020-09-11,positive
REV06250,USER01017,Great product! Really loved it.,278,0.32,AppStore,en,Mobile,Germany,2022-10-10,negative
REV06251,USER03866,Good value for money.,174,0.6,Web,en,Tablet,Brazil,2023-07-21,neutral
REV06252,USER00025,"It was okay, nothing special.",257,1.91,AppStore,en,Tablet,Brazil,2020-11-22,positive
REV06253,USER04939,"It was okay, nothing special.",119,0.47,AppStore,en,Mobile,UK,2020-08-11,positive
REV06254,USER02839,"Not bad, could be better.",292,0.96,AppStore,en,Desktop,India,2022-09-27,negative
REV06255,USER00738,Great product! Really loved it.,132,0.66,AppStore,fr,Desktop,Brazil,2020-05-15,neutral
REV06256,USER00180,Great product! Really loved it.,129,-0.22,Twitter,en,Desktop,India,2022-09-07,neutral
REV06257,USER00232,Very satisfied with the quality.,162,0.68,Web,en,Mobile,Brazil,2020-12-27,positive
REV06258,USER01918,"It was okay, nothing special.",186,-0.12,AppStore,de,Mobile,India,2023-07-20,neutral
REV06259,USER00343,Exceeded expectations!,279,-0.41,Web,en,Desktop,India,2023-12-11,negative
REV06260,USER04573,Great product! Really loved it.,164,-1.09,AppStore,en,Mobile,India,2021-07-31,positive
REV06261,USER02624,Very satisfied with the quality.,249,0.65,Twitter,fr,Mobile,UK,2023-04-26,neutral
REV06262,USER00455,"Amazing experience, will recommend.",287,-0.57,AppStore,en,Mobile,US,2022-09-22,neutral
REV06263,USER04385,Completely disappointed.,51,0.63,Amazon,en,Desktop,India,2023-07-25,negative
REV06264,USER04626,"Amazing experience, will recommend.",238,0.0,Twitter,en,Desktop,US,2022-11-21,positive
REV06265,USER02277,Very satisfied with the quality.,196,-0.28,Web,en,Mobile,US,2022-10-05,positive
REV06266,USER00596,Exceeded expectations!,123,-0.86,Amazon,en,Desktop,US,2021-02-12,positive
REV06267,USER03875,"Not bad, could be better.",255,1.3,Amazon,en,Mobile,Brazil,2022-01-22,negative
REV06268,USER04531,"It was okay, nothing special.",112,-0.39,Twitter,en,Desktop,Germany,2020-05-15,neutral
REV06269,USER04978,"Not bad, could be better.",220,1.59,Web,en,Mobile,US,2022-12-22,positive
REV06270,USER04498,"Not bad, could be better.",250,-0.82,Twitter,en,Mobile,India,2020-07-27,neutral
REV06271,USER02670,Very satisfied with the quality.,274,1.51,AppStore,en,Desktop,Germany,2020-02-09,positive
REV06272,USER02136,"It was okay, nothing special.",104,0.08,Twitter,en,Desktop,Brazil,2021-05-28,positive
REV06273,USER03965,Terrible service. Never coming back.,54,0.86,Twitter,en,Mobile,UK,2022-09-25,positive
REV06274,USER01566,Completely disappointed.,136,-1.3,AppStore,en,Mobile,US,2023-06-17,positive
REV06275,USER00309,Great product! Really loved it.,195,-1.31,AppStore,en,Tablet,US,2022-01-22,negative
REV06276,USER00343,"Not bad, could be better.",295,0.26,Web,en,Mobile,Brazil,2021-06-26,positive
REV06277,USER00436,"Amazing experience, will recommend.",104,-1.01,Twitter,de,Desktop,India,2021-08-02,negative
REV06278,USER00177,Terrible service. Never coming back.,136,1.33,AppStore,en,Mobile,India,2023-06-11,negative
REV06279,USER00139,Terrible service. Never coming back.,223,0.36,Web,es,Mobile,Germany,2020-12-11,neutral
REV06280,USER00194,Exceeded expectations!,165,-0.64,Web,en,Desktop,Germany,2023-11-17,positive
REV06281,USER03258,"Not bad, could be better.",234,-0.92,AppStore,en,Tablet,India,2022-09-17,negative
REV06282,USER03236,"Not bad, could be better.",124,-0.29,AppStore,en,Mobile,UK,2022-10-30,positive
REV06283,USER00943,Worst purchase ever!,88,-0.57,Web,en,Mobile,India,2020-02-20,positive
REV06284,USER04621,Very satisfied with the quality.,274,0.5,Amazon,en,Desktop,UK,2023-04-10,positive
REV06285,USER03880,Exceeded expectations!,250,-0.08,AppStore,en,Mobile,Brazil,2022-11-15,positive
REV06286,USER03114,Terrible service. Never coming back.,222,1.17,Amazon,es,Desktop,UK,2023-05-11,positive
REV06287,USER02963,Terrible service. Never coming back.,267,0.63,Web,es,Mobile,Brazil,2023-09-20,positive
REV06288,USER04837,Worst purchase ever!,268,-0.87,Twitter,en,Mobile,US,2022-08-31,positive
REV06289,USER04958,Great product! Really loved it.,163,-0.43,Amazon,en,Mobile,India,2022-01-17,negative
REV06290,USER00954,Good value for money.,260,-0.86,Amazon,en,Mobile,Germany,2022-10-16,negative
REV06291,USER01303,"Amazing experience, will recommend.",248,-0.86,Amazon,en,Mobile,US,2022-10-07,positive
REV06292,USER03382,Good value for money.,50,-1.8,Amazon,en,Desktop,Germany,2022-07-05,positive
REV06293,USER02881,"Not bad, could be better.",128,0.94,Amazon,en,Mobile,UK,2021-09-11,positive
REV06294,USER02188,"It was okay, nothing special.",46,1.29,Amazon,es,Desktop,India,2020-01-30,positive
REV06295,USER04888,Exceeded expectations!,179,-0.99,Twitter,en,Tablet,India,2021-12-11,neutral
REV06296,USER00546,"Not bad, could be better.",36,-1.09,Twitter,es,Tablet,India,2020-08-16,negative
REV06297,USER01928,Great product! Really loved it.,286,0.56,Twitter,es,Desktop,US,2021-08-14,positive
REV06298,USER04153,Good value for money.,148,-0.82,Amazon,en,Mobile,Brazil,2023-02-20,positive
REV06299,USER00005,"Not bad, could be better.",239,1.27,Web,en,Mobile,UK,2020-08-22,positive
REV06300,USER03482,"Amazing experience, will recommend.",101,-0.72,AppStore,de,Desktop,US,2023-01-12,positive
REV06301,USER03254,Terrible service. Never coming back.,68,-2.14,Amazon,en,Desktop,US,2021-09-16,negative
REV06302,USER01363,Very satisfied with the quality.,60,-0.13,Twitter,en,Mobile,Brazil,2022-05-19,negative
REV06303,USER01821,Completely disappointed.,39,-0.59,Web,fr,Tablet,Germany,2020-12-05,negative
REV06304,USER02664,"Not bad, could be better.",56,0.15,Web,en,Mobile,Germany,2022-04-17,neutral
REV06305,USER02939,Great product! Really loved it.,58,-0.35,Amazon,en,Desktop,India,2022-05-25,positive
REV06306,USER01274,Exceeded expectations!,128,0.58,Twitter,en,Mobile,US,2021-09-07,positive
REV06307,USER03327,"It was okay, nothing special.",83,0.42,AppStore,fr,Mobile,Brazil,2021-10-21,neutral
REV06308,USER03660,"Amazing experience, will recommend.",194,0.33,AppStore,es,Mobile,Brazil,2023-05-05,positive
REV06309,USER02946,Worst purchase ever!,298,0.19,Twitter,en,Mobile,Germany,2023-05-11,negative
REV06310,USER03019,Great product! Really loved it.,51,-0.0,Twitter,en,Tablet,Brazil,2023-02-27,neutral
REV06311,USER01132,Good value for money.,228,-1.4,Web,es,Tablet,Germany,2021-10-09,neutral
REV06312,USER04764,Very satisfied with the quality.,38,0.39,Amazon,en,Mobile,Germany,2022-03-18,negative
REV06313,USER02637,Good value for money.,125,0.73,Amazon,de,Mobile,US,2023-01-27,neutral
REV06314,USER03030,Terrible service. Never coming back.,225,0.35,Amazon,en,Mobile,UK,2022-11-19,negative
REV06315,USER03020,Very satisfied with the quality.,266,-0.2,AppStore,fr,Mobile,India,2021-01-19,positive
REV06316,USER04378,Good value for money.,186,0.59,AppStore,en,Desktop,UK,2020-07-15,neutral
REV06317,USER03160,Exceeded expectations!,108,0.24,AppStore,en,Mobile,Brazil,2020-03-04,neutral
REV06318,USER00254,Good value for money.,30,0.71,Amazon,en,Mobile,UK,2020-02-05,negative
REV06319,USER00329,"Amazing experience, will recommend.",68,-0.09,Twitter,en,Mobile,UK,2021-08-13,positive
REV06320,USER02592,"Amazing experience, will recommend.",80,-1.43,Twitter,fr,Desktop,Germany,2021-11-19,neutral
REV06321,USER02831,Completely disappointed.,190,-0.18,Amazon,en,Mobile,US,2020-03-21,positive
REV06322,USER03045,Good value for money.,162,-0.95,Amazon,en,Mobile,Brazil,2021-06-19,negative
REV06323,USER01421,Exceeded expectations!,226,-0.46,Twitter,en,Desktop,India,2021-09-10,positive
REV06324,USER03402,Exceeded expectations!,220,0.09,Twitter,en,Tablet,Germany,2022-01-21,positive
REV06325,USER02893,"Not bad, could be better.",24,0.99,AppStore,en,Desktop,India,2022-01-20,positive
REV06326,USER00655,"It was okay, nothing special.",230,0.67,Web,en,Mobile,US,2021-01-13,negative
REV06327,USER00760,Very satisfied with the quality.,48,0.21,Web,de,Desktop,UK,2021-08-11,neutral
REV06328,USER01799,Great product! Really loved it.,209,1.25,Amazon,en,Tablet,UK,2022-03-04,positive
REV06329,USER02972,Worst purchase ever!,207,0.05,Web,fr,Desktop,US,2022-03-25,negative
REV06330,USER04512,Very satisfied with the quality.,274,0.2,Web,en,Mobile,Brazil,2023-06-11,neutral
REV06331,USER03427,Very satisfied with the quality.,169,-0.38,Web,en,Mobile,Germany,2023-04-03,neutral
REV06332,USER00255,Terrible service. Never coming back.,32,-1.07,AppStore,fr,Desktop,UK,2020-04-16,negative
REV06333,USER03824,Very satisfied with the quality.,176,0.56,AppStore,en,Desktop,US,2021-03-29,neutral
REV06334,USER01877,Terrible service. Never coming back.,99,-1.57,Twitter,en,Mobile,Germany,2023-07-14,neutral
REV06335,USER02758,"Not bad, could be better.",292,-0.93,Amazon,en,Mobile,Germany,2023-04-13,negative
REV06336,USER02625,"It was okay, nothing special.",167,0.18,Web,en,Desktop,US,2022-04-09,neutral
REV06337,USER04996,Exceeded expectations!,225,-0.85,Twitter,en,Mobile,UK,2020-11-27,positive
REV06338,USER04122,Completely disappointed.,133,0.02,AppStore,es,Mobile,Brazil,2021-01-24,negative
REV06339,USER03005,Exceeded expectations!,25,0.15,Web,de,Desktop,UK,2022-09-29,positive
REV06340,USER04517,Good value for money.,297,-0.56,Amazon,es,Mobile,UK,2023-12-14,neutral
REV06341,USER03735,Worst purchase ever!,251,0.06,Web,en,Desktop,UK,2021-03-21,positive
REV06342,USER01245,"It was okay, nothing special.",156,0.04,AppStore,en,Desktop,UK,2020-11-11,positive
REV06343,USER01009,"It was okay, nothing special.",179,-1.14,Web,fr,Desktop,India,2022-09-28,positive
REV06344,USER04315,"Not bad, could be better.",224,0.55,Web,en,Mobile,US,2023-09-20,positive
REV06345,USER01511,Worst purchase ever!,177,-2.03,Web,en,Mobile,Brazil,2022-03-14,neutral
REV06346,USER01960,Good value for money.,125,1.88,Web,en,Desktop,Brazil,2023-09-13,neutral
REV06347,USER02509,Good value for money.,101,0.53,AppStore,en,Tablet,India,2023-09-29,neutral
REV06348,USER04759,Completely disappointed.,289,1.02,Twitter,es,Desktop,Brazil,2023-03-28,positive
REV06349,USER02683,Great product! Really loved it.,68,0.66,Web,en,Desktop,India,2021-11-10,positive
REV06350,USER00990,Exceeded expectations!,225,-0.04,Amazon,en,Mobile,India,2022-12-19,positive
REV06351,USER04285,Very satisfied with the quality.,237,-0.77,Web,es,Mobile,Brazil,2021-01-31,negative
REV06352,USER00255,Worst purchase ever!,183,-0.02,Amazon,en,Desktop,Brazil,2021-04-24,positive
REV06353,USER04164,Good value for money.,298,0.84,Amazon,en,Mobile,UK,2022-01-16,neutral
REV06354,USER04712,Good value for money.,250,-0.82,Web,en,Desktop,India,2021-07-02,neutral
REV06355,USER04970,Great product! Really loved it.,218,0.16,Web,en,Mobile,Germany,2023-06-28,positive
REV06356,USER04453,"It was okay, nothing special.",233,-1.81,Amazon,en,Mobile,US,2020-03-01,negative
REV06357,USER00256,Good value for money.,295,-0.81,AppStore,fr,Mobile,UK,2021-10-19,positive
REV06358,USER01008,Completely disappointed.,204,-0.86,Twitter,es,Mobile,India,2022-09-12,positive
REV06359,USER01756,Good value for money.,229,1.68,Amazon,en,Desktop,UK,2021-02-05,negative
REV06360,USER02572,Good value for money.,140,-1.34,AppStore,en,Mobile,UK,2020-11-05,neutral
REV06361,USER03909,Great product! Really loved it.,235,0.4,Twitter,es,Desktop,US,2023-11-02,neutral
REV06362,USER02998,Completely disappointed.,116,1.59,Twitter,en,Desktop,Brazil,2023-08-03,positive
REV06363,USER02804,"Amazing experience, will recommend.",138,1.01,Twitter,en,Mobile,Brazil,2023-09-25,positive
REV06364,USER03766,Terrible service. Never coming back.,125,1.52,Web,en,Mobile,US,2022-05-09,negative
REV06365,USER04380,Great product! Really loved it.,161,1.67,Web,en,Desktop,UK,2022-08-25,positive
REV06366,USER03384,"It was okay, nothing special.",287,0.06,Amazon,en,Mobile,India,2022-08-11,positive
REV06367,USER00099,"It was okay, nothing special.",186,0.48,Web,en,Desktop,Brazil,2022-06-14,negative
REV06368,USER00197,Worst purchase ever!,179,0.19,AppStore,en,Mobile,Germany,2023-05-18,negative
REV06369,USER02530,Great product! Really loved it.,250,0.48,Twitter,de,Desktop,India,2023-10-07,negative
REV06370,USER00878,"Not bad, could be better.",33,0.42,Twitter,en,Mobile,UK,2022-08-06,neutral
REV06371,USER01869,Great product! Really loved it.,212,1.72,Twitter,en,Mobile,Germany,2020-03-02,positive
REV06372,USER02666,"Amazing experience, will recommend.",174,0.29,Web,en,Tablet,India,2023-01-07,negative
REV06373,USER01389,Good value for money.,120,-0.95,Web,en,Mobile,US,2020-09-19,positive
REV06374,USER02416,Great product! Really loved it.,79,0.6,Web,en,Mobile,Germany,2022-05-29,neutral
REV06375,USER00570,"Not bad, could be better.",62,0.73,AppStore,en,Mobile,UK,2023-03-28,neutral
REV06376,USER02638,Very satisfied with the quality.,212,-0.82,Web,en,Tablet,Germany,2020-09-11,neutral
REV06377,USER01066,"Not bad, could be better.",128,-0.86,Web,es,Mobile,US,2022-05-13,negative
REV06378,USER00422,"It was okay, nothing special.",112,0.95,Web,es,Mobile,Brazil,2020-02-09,negative
REV06379,USER02884,"Amazing experience, will recommend.",235,-0.53,AppStore,en,Mobile,Brazil,2020-12-04,positive
REV06380,USER01205,Good value for money.,182,-0.41,Web,en,Mobile,Brazil,2022-09-26,positive
REV06381,USER00545,"Not bad, could be better.",253,-0.46,Amazon,en,Desktop,US,2020-03-20,positive
REV06382,USER04167,"Amazing experience, will recommend.",186,0.25,Web,en,Mobile,India,2020-07-11,positive
REV06383,USER03640,Very satisfied with the quality.,167,1.1,Amazon,en,Mobile,US,2020-01-25,negative
REV06384,USER01224,Completely disappointed.,47,0.67,AppStore,es,Mobile,Germany,2023-08-11,positive
REV06385,USER03173,Completely disappointed.,278,-0.46,Amazon,en,Tablet,India,2023-03-29,positive
REV06386,USER00768,Completely disappointed.,105,1.34,AppStore,fr,Mobile,Brazil,2022-02-14,positive
REV06387,USER03658,Very satisfied with the quality.,127,0.87,Web,en,Desktop,US,2021-10-14,negative
REV06388,USER00655,Good value for money.,136,0.99,Web,en,Desktop,UK,2023-05-02,negative
REV06389,USER02447,Terrible service. Never coming back.,34,0.96,Amazon,en,Mobile,Brazil,2022-05-26,positive
REV06390,USER00221,Terrible service. Never coming back.,230,-0.51,Web,en,Mobile,UK,2022-07-12,positive
REV06391,USER03667,"Amazing experience, will recommend.",50,-0.92,Amazon,en,Mobile,India,2021-05-30,negative
REV06392,USER04278,Completely disappointed.,204,-0.34,AppStore,en,Desktop,Brazil,2023-07-26,positive
REV06393,USER04403,"It was okay, nothing special.",85,0.99,Web,en,Desktop,US,2023-08-06,neutral
REV06394,USER02570,Good value for money.,82,-1.18,Web,en,Desktop,UK,2021-08-28,negative
REV06395,USER01014,Terrible service. Never coming back.,247,-1.32,Web,en,Mobile,US,2023-04-24,positive
REV06396,USER02052,Great product! Really loved it.,120,-1.81,Twitter,en,Tablet,Brazil,2020-11-24,neutral
REV06397,USER03986,Worst purchase ever!,158,-1.26,Twitter,de,Mobile,US,2023-07-22,positive
REV06398,USER04944,Exceeded expectations!,138,-0.79,Amazon,en,Desktop,Brazil,2021-06-08,negative
REV06399,USER04900,Very satisfied with the quality.,76,0.12,Twitter,en,Mobile,Germany,2023-09-13,negative
REV06400,USER04311,Very satisfied with the quality.,150,-1.15,Web,en,Mobile,US,2020-12-31,positive
REV06401,USER03020,Terrible service. Never coming back.,56,0.66,Twitter,en,Mobile,Germany,2022-10-25,negative
REV06402,USER03682,Very satisfied with the quality.,130,0.05,Amazon,de,Mobile,UK,2022-10-04,negative
REV06403,USER01444,Completely disappointed.,172,-2.04,Twitter,en,Mobile,US,2021-04-19,neutral
REV06404,USER04197,Exceeded expectations!,269,-0.02,AppStore,es,Mobile,US,2023-12-17,negative
REV06405,USER03011,"It was okay, nothing special.",261,0.14,AppStore,en,Mobile,UK,2023-10-31,positive
REV06406,USER00573,Great product! Really loved it.,227,1.92,Twitter,fr,Mobile,US,2023-03-19,neutral
REV06407,USER01333,"Amazing experience, will recommend.",189,0.24,AppStore,es,Mobile,Brazil,2023-11-30,positive
REV06408,USER04754,Exceeded expectations!,276,-1.77,AppStore,en,Mobile,Germany,2022-02-11,neutral
REV06409,USER04003,"It was okay, nothing special.",298,0.23,Twitter,de,Tablet,India,2021-03-21,neutral
REV06410,USER03135,Very satisfied with the quality.,132,0.17,AppStore,de,Mobile,Brazil,2023-12-30,negative
REV06411,USER04087,Terrible service. Never coming back.,194,0.6,Amazon,en,Mobile,India,2023-12-17,positive
REV06412,USER00226,"Not bad, could be better.",108,2.64,Amazon,en,Mobile,UK,2022-03-04,negative
REV06413,USER04201,"Amazing experience, will recommend.",154,-0.54,Web,en,Desktop,UK,2020-04-26,neutral
REV06414,USER01998,Good value for money.,225,-0.65,Amazon,de,Mobile,US,2023-02-22,negative
REV06415,USER00772,Worst purchase ever!,92,0.47,Web,en,Mobile,Brazil,2021-01-30,neutral
REV06416,USER04525,Terrible service. Never coming back.,278,1.83,Web,en,Desktop,India,2023-10-07,positive
REV06417,USER00434,Very satisfied with the quality.,167,0.67,Twitter,en,Mobile,Germany,2021-01-23,positive
REV06418,USER03100,Terrible service. Never coming back.,244,-0.34,AppStore,en,Mobile,Brazil,2021-09-03,positive
REV06419,USER02730,Completely disappointed.,124,0.98,Twitter,en,Mobile,UK,2022-01-28,positive
REV06420,USER03408,Very satisfied with the quality.,63,1.79,Web,en,Mobile,Brazil,2021-03-10,positive
REV06421,USER03141,Terrible service. Never coming back.,45,-0.77,Twitter,en,Mobile,Germany,2023-06-13,neutral
REV06422,USER00866,Exceeded expectations!,280,-1.0,AppStore,de,Mobile,Brazil,2020-12-24,positive
REV06423,USER02794,Exceeded expectations!,78,0.06,AppStore,en,Desktop,US,2022-09-05,negative
REV06424,USER02912,Great product! Really loved it.,80,0.3,AppStore,en,Mobile,Germany,2022-03-03,positive
REV06425,USER02416,Great product! Really loved it.,89,1.38,Web,en,Mobile,India,2021-10-25,neutral
REV06426,USER00251,"Amazing experience, will recommend.",290,-0.47,Twitter,en,Mobile,UK,2023-04-22,negative
REV06427,USER04952,Terrible service. Never coming back.,276,0.4,Twitter,es,Mobile,Brazil,2020-10-01,positive
REV06428,USER03758,Great product! Really loved it.,144,1.56,Web,en,Mobile,Germany,2022-05-12,negative
REV06429,USER04657,Completely disappointed.,38,0.22,Web,es,Desktop,US,2021-08-30,negative
REV06430,USER00919,"It was okay, nothing special.",138,-0.4,Amazon,de,Mobile,US,2023-05-13,positive
REV06431,USER01174,Great product! Really loved it.,85,0.57,Twitter,en,Desktop,India,2020-02-15,negative
REV06432,USER03204,Terrible service. Never coming back.,264,-0.33,AppStore,de,Desktop,UK,2023-04-27,positive
REV06433,USER00433,Exceeded expectations!,76,0.34,Twitter,en,Mobile,US,2021-08-05,positive
REV06434,USER00836,Worst purchase ever!,63,-0.19,Amazon,en,Desktop,UK,2022-12-04,positive
REV06435,USER02247,"Not bad, could be better.",31,-0.14,AppStore,en,Mobile,Germany,2021-12-28,neutral
REV06436,USER02263,Good value for money.,255,-0.4,Amazon,en,Mobile,Brazil,2021-09-24,neutral
REV06437,USER00898,Great product! Really loved it.,43,-0.57,Web,en,Mobile,India,2021-03-05,neutral
REV06438,USER03633,Good value for money.,276,0.99,Web,en,Mobile,US,2022-11-06,positive
REV06439,USER04568,"Not bad, could be better.",270,0.19,Twitter,en,Mobile,Brazil,2023-11-23,neutral
REV06440,USER03816,"Amazing experience, will recommend.",113,1.27,Web,en,Desktop,US,2020-11-24,negative
REV06441,USER00247,Exceeded expectations!,41,-2.25,Web,en,Mobile,India,2022-12-09,positive
REV06442,USER02430,Exceeded expectations!,176,-0.52,Twitter,en,Desktop,US,2023-10-30,positive
REV06443,USER00991,"Not bad, could be better.",108,-0.74,Amazon,en,Mobile,India,2021-10-12,negative
REV06444,USER03311,Terrible service. Never coming back.,221,-0.25,Amazon,en,Desktop,Brazil,2021-11-12,positive
REV06445,USER00927,Good value for money.,216,-1.03,AppStore,en,Mobile,Germany,2021-08-28,negative
REV06446,USER03439,Good value for money.,64,-1.61,AppStore,en,Mobile,India,2023-05-21,negative
REV06447,USER02608,"Not bad, could be better.",98,0.67,Amazon,en,Mobile,Germany,2022-10-17,negative
REV06448,USER01075,Good value for money.,58,-0.59,Web,en,Tablet,UK,2022-07-27,neutral
REV06449,USER04023,Terrible service. Never coming back.,174,0.56,AppStore,en,Mobile,Brazil,2020-02-04,positive
REV06450,USER03800,Exceeded expectations!,168,-1.18,Amazon,en,Mobile,India,2020-02-28,positive
REV06451,USER04785,"Amazing experience, will recommend.",71,-1.64,Web,en,Mobile,Brazil,2022-10-19,negative
REV06452,USER03152,Completely disappointed.,270,0.24,Web,en,Mobile,Germany,2021-10-13,negative
REV06453,USER03439,Exceeded expectations!,166,0.63,Amazon,en,Mobile,Germany,2022-08-26,negative
REV06454,USER04574,"It was okay, nothing special.",277,-0.62,Twitter,en,Mobile,Brazil,2021-06-07,positive
REV06455,USER03492,"It was okay, nothing special.",292,-1.02,Amazon,en,Mobile,Brazil,2021-06-23,positive
REV06456,USER00707,Exceeded expectations!,144,1.25,Web,fr,Desktop,Germany,2022-01-02,negative
REV06457,USER03065,Terrible service. Never coming back.,223,-0.06,AppStore,en,Mobile,Brazil,2022-05-26,positive
REV06458,USER00754,Completely disappointed.,275,-1.0,Web,de,Mobile,Germany,2022-05-16,negative
REV06459,USER00588,"Amazing experience, will recommend.",150,-1.5,Web,de,Desktop,UK,2022-03-07,positive
REV06460,USER01335,Good value for money.,40,-0.69,Amazon,de,Mobile,Germany,2021-01-10,negative
REV06461,USER01848,"It was okay, nothing special.",97,-0.39,Web,en,Mobile,US,2023-02-25,positive
REV06462,USER03935,"It was okay, nothing special.",70,0.76,Twitter,en,Desktop,Germany,2022-03-24,positive
REV06463,USER03927,"It was okay, nothing special.",285,-0.02,AppStore,en,Mobile,UK,2023-05-28,negative
REV06464,USER03318,Very satisfied with the quality.,135,-0.14,Amazon,en,Mobile,Germany,2020-07-11,negative
REV06465,USER04021,Terrible service. Never coming back.,74,-0.92,Twitter,en,Desktop,Brazil,2022-03-07,positive
REV06466,USER03156,Exceeded expectations!,70,1.38,AppStore,en,Tablet,UK,2022-12-11,positive
REV06467,USER04303,Completely disappointed.,292,0.98,Twitter,es,Mobile,India,2021-06-01,negative
REV06468,USER02199,Exceeded expectations!,273,0.9,Web,de,Desktop,Germany,2023-04-03,negative
REV06469,USER00165,Very satisfied with the quality.,80,-0.06,Web,en,Mobile,Brazil,2022-07-06,negative
REV06470,USER01999,"It was okay, nothing special.",244,0.4,Twitter,en,Mobile,India,2023-07-10,positive
REV06471,USER03058,"Not bad, could be better.",122,-2.58,AppStore,de,Desktop,India,2021-01-19,positive
REV06472,USER02085,Very satisfied with the quality.,67,0.2,Twitter,en,Tablet,India,2021-08-11,positive
REV06473,USER04429,Terrible service. Never coming back.,244,1.92,Twitter,de,Mobile,US,2023-04-14,positive
REV06474,USER00403,"Amazing experience, will recommend.",252,-0.58,Twitter,fr,Mobile,Brazil,2023-12-29,positive
REV06475,USER00414,Good value for money.,89,-0.99,AppStore,en,Desktop,US,2023-06-13,neutral
REV06476,USER00045,Worst purchase ever!,66,-0.14,Twitter,en,Mobile,Brazil,2020-05-21,positive
REV06477,USER04158,Completely disappointed.,247,-0.86,Web,es,Mobile,Brazil,2020-11-30,positive
REV06478,USER02468,Very satisfied with the quality.,29,-0.92,Amazon,en,Tablet,UK,2022-02-05,positive
REV06479,USER00868,"Amazing experience, will recommend.",204,0.27,Web,en,Mobile,India,2021-02-28,neutral
REV06480,USER00019,Worst purchase ever!,99,0.82,Web,en,Desktop,Germany,2021-12-08,neutral
REV06481,USER00365,"Amazing experience, will recommend.",32,0.27,Twitter,en,Mobile,UK,2023-06-19,negative
REV06482,USER03833,Exceeded expectations!,103,-1.15,Amazon,es,Mobile,Germany,2020-04-16,positive
REV06483,USER00580,Exceeded expectations!,105,-0.67,Twitter,en,Mobile,India,2021-12-25,positive
REV06484,USER00546,"It was okay, nothing special.",176,0.32,Amazon,en,Mobile,Brazil,2022-06-05,positive
REV06485,USER04151,Great product! Really loved it.,163,0.66,Web,fr,Mobile,UK,2021-08-19,positive
REV06486,USER04874,Good value for money.,82,-0.21,AppStore,en,Desktop,US,2021-03-21,negative
REV06487,USER03040,Terrible service. Never coming back.,62,-0.89,Twitter,en,Desktop,Brazil,2023-08-29,neutral
REV06488,USER04138,Terrible service. Never coming back.,177,0.77,Web,en,Desktop,US,2023-03-11,positive
REV06489,USER04045,"It was okay, nothing special.",204,1.81,Amazon,en,Desktop,Brazil,2022-04-13,positive
REV06490,USER04327,Exceeded expectations!,43,1.12,Web,en,Mobile,Brazil,2020-03-15,neutral
REV06491,USER00453,"It was okay, nothing special.",224,1.98,Web,en,Tablet,India,2021-08-12,negative
REV06492,USER03962,"Not bad, could be better.",243,-0.62,Web,en,Mobile,UK,2021-03-06,neutral
REV06493,USER01382,Very satisfied with the quality.,120,1.03,AppStore,en,Mobile,Germany,2023-04-27,neutral
REV06494,USER01468,Very satisfied with the quality.,223,1.29,Twitter,en,Desktop,India,2020-12-05,positive
REV06495,USER02739,Completely disappointed.,27,-0.49,Twitter,en,Mobile,Germany,2020-08-14,negative
REV06496,USER01217,Exceeded expectations!,191,-0.83,Twitter,en,Mobile,Brazil,2023-07-30,negative
REV06497,USER00881,Great product! Really loved it.,227,-0.96,AppStore,en,Desktop,US,2021-11-19,negative
REV06498,USER03815,"Not bad, could be better.",115,-0.09,AppStore,fr,Mobile,Germany,2021-08-05,positive
REV06499,USER03150,"Not bad, could be better.",181,-1.51,Amazon,en,Desktop,US,2023-12-23,neutral
REV06500,USER00085,Exceeded expectations!,115,1.69,Twitter,en,Desktop,Germany,2020-09-13,negative
REV06501,USER04145,Very satisfied with the quality.,164,-1.28,Amazon,fr,Tablet,US,2023-08-10,positive
REV06502,USER01169,Worst purchase ever!,277,0.42,Web,en,Mobile,India,2023-11-25,positive
REV06503,USER04165,Very satisfied with the quality.,121,-2.26,Amazon,en,Mobile,Germany,2022-09-24,positive
REV06504,USER03130,Completely disappointed.,196,2.05,Amazon,en,Desktop,India,2020-12-21,neutral
