employee_id,age,gender,marital_status,department,job_role,education_level,monthly_income,total_working_years,years_at_company,years_in_current_role,num_companies_worked,overtime,job_satisfaction,work_life_balance,distance_from_home,training_times_last_year,performance_rating,attrition
EMP04183,47,Female,Divorced,Sales,Manager,2,5273.17,13,3,4,3,0,4,4,3.8,0,3,0
EMP04184,43,Female,Married,Sales,Executive,2,4339.5,13,6,6,4,1,2,3,1.4,2,4,0
EMP04185,25,Female,Married,R&D,Manager,4,3595.59,12,10,5,4,0,2,4,0.6,2,3,0
EMP04186,52,Female,Divorced,Sales,Developer,3,5221.18,16,5,7,4,0,2,4,4.1,3,2,0
EMP04187,39,Male,Married,R&D,Developer,4,5224.04,20,19,1,3,1,3,3,18.9,1,3,0
EMP04188,59,Male,Single,R&D,Sales Rep,3,6740.91,13,11,7,2,1,3,3,5.7,4,4,0
EMP04189,45,Male,Married,Engineering,Executive,2,4265.67,34,11,11,0,0,2,4,1.9,1,3,0
EMP04190,44,Male,Divorced,Sales,Analyst,3,4340.52,19,11,9,0,1,2,2,3.5,3,3,0
EMP04191,43,Female,Single,Support,Manager,4,3837.43,27,13,12,2,0,3,4,1.3,1,3,0
EMP04192,23,Female,Single,HR,Executive,3,5330.62,29,9,8,3,1,3,3,11.4,0,3,1
EMP04193,52,Male,Divorced,Support,Analyst,3,6607.41,19,1,12,3,0,2,3,2.0,0,3,0
EMP04194,32,Male,Divorced,Sales,Executive,1,6550.15,27,19,2,3,0,3,3,5.9,3,4,0
EMP04195,49,Male,Single,Support,Manager,4,7571.25,2,11,10,1,1,3,4,0.4,1,3,0
EMP04196,53,Female,Married,Sales,Manager,3,3099.2,1,16,4,0,1,2,3,10.6,0,3,1
EMP04197,26,Female,Divorced,Sales,Sales Rep,3,5498.12,14,7,7,2,1,2,3,3.6,4,3,0
EMP04198,59,Female,Single,Support,Developer,3,5671.58,8,19,4,2,0,3,4,2.0,1,3,0
EMP04199,31,Female,Divorced,R&D,Developer,4,2785.76,27,1,1,2,0,3,2,12.1,5,4,1
EMP04200,45,Male,Married,Engineering,Developer,3,6439.36,33,11,9,1,0,3,3,6.3,3,3,0
EMP04201,56,Male,Married,Engineering,Sales Rep,4,1562.93,31,12,3,1,1,2,3,11.8,3,4,0
EMP04202,44,Male,Single,Engineering,Developer,3,4636.75,30,0,9,2,1,2,4,6.0,0,3,1
EMP04203,38,Male,Married,Engineering,Executive,5,2523.6,25,17,13,5,0,1,2,1.8,4,3,0
EMP04204,22,Female,Married,HR,Developer,4,9528.46,1,13,8,2,0,4,3,8.9,4,3,0
EMP04205,52,Female,Married,Sales,Developer,4,4828.12,31,11,8,3,1,2,3,21.8,4,4,0
EMP04206,52,Female,Divorced,HR,Manager,2,6424.78,21,19,13,2,0,4,4,15.7,4,4,1
EMP04207,55,Male,Single,Engineering,Sales Rep,3,5039.92,34,3,9,1,0,4,3,5.2,1,3,0
EMP04208,30,Male,Single,Engineering,Sales Rep,4,3938.76,17,13,7,1,0,1,2,18.5,4,4,1
EMP04209,43,Male,Single,Support,Developer,4,6660.76,9,17,5,2,0,3,2,0.3,5,3,1
EMP04210,34,Female,Married,Engineering,Analyst,4,4949.94,29,3,4,2,1,3,3,14.6,4,3,0
EMP04211,46,Female,Divorced,Sales,Manager,3,3225.93,8,7,4,2,0,3,2,12.0,2,4,0
EMP04212,39,Male,Single,Engineering,Developer,3,4050.49,19,17,0,2,1,1,3,12.9,5,4,1
EMP04213,33,Female,Divorced,Engineering,Analyst,3,3494.65,6,3,6,1,0,4,3,1.5,4,2,0
EMP04214,38,Female,Single,HR,Executive,3,4866.08,24,0,4,1,1,3,2,0.1,3,3,1
EMP04215,36,Male,Married,Sales,Manager,2,4578.64,6,5,2,3,0,1,3,3.8,5,3,0
EMP04216,36,Female,Single,R&D,Sales Rep,3,4689.21,3,12,4,1,0,2,2,3.7,4,3,0
EMP04217,36,Male,Single,Support,Analyst,1,5714.64,31,1,0,1,0,4,3,9.0,3,3,0
EMP04218,34,Female,Married,R&D,Developer,4,9023.55,31,18,3,6,1,2,3,4.0,4,3,0
EMP04219,38,Female,Married,HR,Analyst,4,5110.81,12,11,14,3,1,2,1,1.9,5,3,0
EMP04220,53,Other,Single,Engineering,Sales Rep,3,3777.74,8,13,9,4,0,3,3,30.9,0,3,0
EMP04221,30,Male,Divorced,Support,Executive,4,8398.02,26,8,1,1,0,1,3,10.7,5,3,0
EMP04222,41,Male,Married,Sales,Analyst,4,7215.43,26,9,3,2,0,3,1,3.9,4,3,0
EMP04223,47,Male,Single,Support,Developer,4,5825.67,15,6,10,3,0,2,3,8.7,1,3,0
EMP04224,48,Male,Married,HR,Analyst,2,5205.95,13,8,14,1,0,2,3,8.0,0,3,0
EMP04225,42,Female,Divorced,Engineering,Executive,4,5592.89,22,14,10,3,0,1,3,16.2,2,3,0
EMP04226,39,Female,Single,HR,Analyst,4,1486.57,13,19,3,0,0,2,3,13.8,2,3,0
EMP04227,34,Male,Single,Sales,Executive,4,2604.43,9,14,12,2,1,3,3,2.4,4,2,1
EMP04228,37,Male,Divorced,R&D,Executive,3,6310.96,24,10,7,2,0,4,3,6.8,5,4,0
EMP04229,30,Male,Divorced,Engineering,Manager,1,7165.66,3,17,6,2,1,3,4,4.4,3,3,0
EMP04230,33,Male,Single,Engineering,Manager,5,2289.55,23,1,0,2,0,3,2,2.2,5,3,0
EMP04231,59,Male,Divorced,HR,Developer,5,3685.13,12,19,14,3,1,4,2,17.4,3,4,0
EMP04232,40,Male,Divorced,HR,Developer,4,4003.22,11,18,10,3,1,2,3,0.4,0,3,0
EMP04233,28,Female,Single,HR,Developer,5,3593.65,19,1,2,4,0,4,4,2.6,2,3,0
EMP04234,56,Male,Married,Engineering,Executive,2,5456.47,9,19,7,2,0,2,3,18.6,2,3,0
EMP04235,39,Female,Divorced,HR,Executive,2,6117.38,10,12,11,0,1,2,2,12.3,2,4,0
EMP04236,37,Female,Married,Support,Manager,4,3471.4,9,3,13,4,0,3,4,5.7,3,3,0
EMP04237,25,Male,Married,Support,Executive,2,2869.63,33,2,11,2,0,2,2,2.7,0,3,0
EMP04238,46,Female,Married,Support,Manager,2,3237.22,13,14,2,3,1,2,4,4.1,1,2,0
EMP04239,53,Female,Divorced,Engineering,Analyst,4,4319.56,20,11,12,1,0,3,4,12.8,0,3,0
EMP04240,34,Female,Single,HR,Developer,3,7382.55,11,0,5,1,0,3,3,12.5,3,4,0
EMP04241,38,Male,Single,Sales,Developer,3,5100.2,29,10,9,3,0,3,2,3.9,0,3,0
EMP04242,58,Male,Single,HR,Sales Rep,3,7893.38,13,16,9,2,0,1,3,16.3,0,4,0
EMP04243,27,Female,Single,Engineering,Manager,4,6188.58,14,7,1,3,1,2,3,13.7,4,3,0
EMP04244,40,Female,Single,Support,Sales Rep,4,4061.34,9,13,13,3,0,3,2,5.2,0,3,1
EMP04245,34,Male,Single,Engineering,Developer,4,5202.98,19,4,1,5,0,3,4,13.9,1,4,0
EMP04246,47,Male,Married,HR,Sales Rep,5,4212.57,8,14,2,3,1,1,4,0.9,4,3,0
EMP04247,35,Male,Married,Engineering,Analyst,3,3358.66,18,1,2,6,1,3,3,5.1,1,3,0
EMP04248,52,Male,Married,Sales,Sales Rep,1,4538.77,34,6,7,1,0,2,4,13.0,3,3,1
EMP04249,25,Female,Divorced,Engineering,Analyst,3,6186.51,9,12,1,1,0,2,4,3.9,3,3,0
EMP04250,29,Male,Divorced,R&D,Developer,2,4134.89,16,19,1,2,0,4,3,1.0,3,2,0
EMP04251,46,Male,Divorced,Engineering,Executive,2,4643.4,5,10,7,2,0,4,3,1.8,2,3,0
EMP04252,34,Female,Single,HR,Manager,3,4113.52,15,13,12,1,0,3,3,9.1,4,3,0
EMP04253,53,Male,Married,R&D,Sales Rep,3,7027.1,24,9,12,4,0,3,3,49.9,4,3,0
EMP04254,59,Female,Divorced,Support,Analyst,3,4730.51,25,3,13,1,1,3,4,26.9,5,4,0
EMP04255,59,Female,Married,HR,Developer,2,4519.51,16,19,4,2,0,4,2,4.8,5,3,0
EMP04256,49,Male,Single,Sales,Developer,3,4555.0,22,14,8,1,1,3,3,2.1,4,3,0
EMP04257,51,Female,Married,Engineering,Executive,3,5491.21,16,2,6,2,1,4,1,13.0,0,4,0
EMP04258,24,Female,Single,Engineering,Developer,3,5130.94,33,10,6,4,0,2,4,19.4,1,2,0
EMP04259,49,Male,Divorced,HR,Developer,2,6443.82,5,19,12,1,1,1,3,21.3,5,3,0
EMP04260,24,Male,Single,Engineering,Executive,3,4425.06,7,17,6,2,0,4,3,3.0,4,4,0
EMP04261,55,Female,Single,Engineering,Developer,3,7660.68,18,16,4,3,0,3,3,7.3,2,3,0
EMP04262,37,Female,Married,Support,Analyst,2,3913.64,6,13,7,3,0,3,2,1.6,1,2,0
EMP04263,43,Female,Single,Engineering,Sales Rep,3,5182.62,12,14,7,3,0,2,3,0.0,5,3,0
EMP04264,53,Male,Divorced,Engineering,Sales Rep,4,5704.62,33,17,2,4,1,2,3,1.4,2,3,0
EMP04265,59,Female,Divorced,Support,Analyst,1,4970.83,34,2,9,2,0,4,2,17.3,0,3,0
EMP04266,29,Male,Single,Engineering,Sales Rep,1,5021.55,21,12,13,4,0,2,2,6.9,0,4,0
EMP04267,29,Female,Married,Support,Developer,3,3679.59,18,2,7,2,0,3,3,3.0,3,3,0
EMP04268,27,Female,Divorced,Sales,Sales Rep,4,6008.93,14,6,4,3,1,4,3,49.3,5,2,0
EMP04269,35,Female,Divorced,Engineering,Sales Rep,5,5239.08,30,18,12,0,1,3,4,3.9,1,3,1
EMP04270,53,Female,Single,HR,Developer,2,5041.38,3,17,12,2,1,3,3,7.6,2,3,0
EMP04271,56,Female,Single,R&D,Sales Rep,1,2148.98,13,16,2,1,0,2,3,9.0,0,4,0
EMP04272,31,Female,Divorced,Sales,Developer,3,5849.12,19,8,8,0,0,3,3,2.1,4,3,0
EMP04273,24,Male,Single,Engineering,Executive,3,5939.63,13,13,3,3,1,1,3,2.1,1,3,0
EMP04274,33,Female,Single,HR,Executive,3,862.8,15,7,14,1,1,1,3,31.2,3,3,0
EMP04275,52,Female,Divorced,R&D,Sales Rep,5,5959.59,26,13,5,1,1,3,4,6.8,5,4,0
EMP04276,50,Male,Married,Support,Executive,4,4654.16,6,4,13,0,0,3,4,3.6,1,4,0
EMP04277,26,Male,Married,Engineering,Sales Rep,3,2508.45,27,19,9,2,1,2,2,1.6,0,3,1
EMP04278,46,Male,Divorced,Support,Executive,3,3549.62,12,13,2,3,1,4,2,0.4,2,4,0
EMP04279,52,Female,Single,Sales,Sales Rep,3,3145.36,25,11,10,2,0,2,3,28.4,1,3,0
EMP04280,42,Female,Divorced,R&D,Manager,3,3725.9,16,7,13,1,1,3,3,2.7,0,3,1
EMP04281,41,Male,Divorced,R&D,Analyst,4,5805.12,16,0,2,2,0,2,4,6.2,5,4,0
EMP04282,43,Female,Single,Support,Executive,3,5881.83,3,15,14,1,0,1,2,0.4,0,4,0
EMP04283,25,Male,Married,Support,Developer,3,5867.09,34,7,4,5,0,4,4,15.9,5,4,0
EMP04284,34,Female,Married,Sales,Analyst,4,4614.82,24,4,10,5,0,3,3,3.3,2,3,0
EMP04285,41,Male,Single,HR,Sales Rep,3,8942.5,23,2,11,1,1,2,3,31.5,4,3,0
EMP04286,34,Male,Divorced,Engineering,Analyst,3,1316.28,30,12,2,2,0,2,3,17.0,3,4,0
EMP04287,38,Male,Single,HR,Developer,4,3488.65,21,4,0,3,1,2,2,18.9,1,3,1
EMP04288,57,Male,Divorced,R&D,Developer,3,5379.74,17,2,1,2,1,4,4,2.3,2,3,0
EMP04289,54,Female,Single,Engineering,Sales Rep,3,3994.92,18,13,5,1,0,3,1,2.1,0,3,0
EMP04290,22,Female,Single,Sales,Executive,5,4586.71,3,5,12,3,1,3,1,9.4,0,3,0
EMP04291,36,Male,Married,HR,Executive,4,5065.97,12,6,1,2,0,3,4,1.3,1,3,0
EMP04292,34,Male,Married,HR,Manager,3,4556.88,16,5,13,5,0,3,3,32.3,1,4,1
EMP04293,38,Male,Single,Engineering,Developer,3,2931.07,14,13,9,5,1,2,2,1.0,1,3,0
EMP04294,45,Female,Single,Sales,Manager,3,6241.46,27,3,7,0,1,2,3,12.1,3,3,0
EMP04295,29,Female,Married,Sales,Developer,2,6251.34,18,19,5,4,0,2,3,1.8,4,3,0
EMP04296,48,Male,Divorced,HR,Manager,3,7366.43,20,18,14,5,1,3,4,9.7,4,3,1
EMP04297,44,Female,Married,HR,Executive,4,2174.12,17,9,5,2,1,4,3,20.2,4,4,0
EMP04298,29,Male,Divorced,Support,Developer,3,6154.18,20,12,10,1,0,2,2,2.3,3,3,0
EMP04299,29,Female,Married,Engineering,Executive,3,3705.13,6,11,10,3,0,3,3,1.4,1,3,0
EMP04300,47,Female,Married,Sales,Analyst,2,4816.19,26,13,5,1,0,3,3,10.0,3,3,0
EMP04301,34,Female,Divorced,R&D,Executive,3,4022.23,7,12,4,4,1,4,4,1.0,4,4,0
EMP04302,58,Female,Single,Engineering,Developer,5,3563.64,12,18,14,3,0,4,3,20.3,0,3,0
EMP04303,49,Female,Married,Support,Analyst,3,5932.6,17,8,12,0,1,3,3,21.7,2,3,0
EMP04304,46,Female,Married,Engineering,Manager,3,7519.5,21,15,1,1,0,4,2,14.6,3,3,0
EMP04305,37,Female,Married,HR,Sales Rep,2,7959.2,6,8,5,1,0,4,2,4.9,1,3,0
EMP04306,23,Male,Single,Engineering,Developer,2,6553.53,25,5,12,2,0,1,2,5.2,2,3,0
EMP04307,39,Male,Married,Engineering,Sales Rep,3,3327.56,15,13,7,0,0,3,3,2.4,4,3,0
EMP04308,38,Male,Single,Engineering,Sales Rep,4,4805.12,11,6,14,1,0,3,3,10.4,2,4,0
EMP04309,51,Female,Married,R&D,Analyst,4,4918.38,9,18,10,1,0,3,2,0.8,5,3,0
EMP04310,34,Male,Divorced,Support,Manager,3,5799.02,4,2,11,1,0,4,3,14.1,1,3,0
EMP04311,53,Male,Married,Engineering,Executive,3,6102.21,3,14,10,1,0,2,4,2.2,2,3,0
EMP04312,50,Male,Married,Engineering,Analyst,2,4304.36,13,11,14,3,0,2,3,24.3,5,3,0
EMP04313,51,Male,Single,R&D,Manager,4,6876.47,32,0,9,0,0,3,3,13.5,5,4,0
EMP04314,39,Female,Single,Sales,Executive,3,8530.04,6,10,6,2,0,2,3,5.4,5,2,1
EMP04315,34,Female,Single,Engineering,Executive,2,5537.29,1,2,13,1,0,2,3,3.5,3,3,0
EMP04316,42,Female,Divorced,Engineering,Manager,2,4151.51,5,16,2,1,0,2,4,2.8,3,3,1
EMP04317,51,Female,Divorced,Sales,Executive,3,6611.82,2,12,5,2,0,3,4,11.7,0,4,0
EMP04318,42,Female,Single,Engineering,Developer,3,6669.45,22,7,7,2,0,3,3,22.5,4,3,0
EMP04319,38,Male,Divorced,Engineering,Developer,5,6043.27,32,12,6,1,1,1,2,29.0,2,3,0
EMP04320,40,Male,Single,Engineering,Analyst,3,4994.76,7,7,0,4,1,3,4,34.2,4,3,0
EMP04321,36,Female,Divorced,Support,Executive,5,7108.25,21,7,11,2,1,2,2,28.1,5,4,0
EMP04322,30,Male,Single,HR,Executive,4,3557.41,17,12,6,1,0,2,3,12.5,2,3,0
EMP04323,31,Male,Single,Support,Manager,4,4902.84,20,11,3,3,0,3,3,2.2,1,3,0
EMP04324,52,Female,Divorced,Sales,Developer,3,7856.3,1,4,10,4,0,3,4,4.1,3,3,0
EMP04325,44,Male,Married,Support,Sales Rep,2,4967.82,32,12,12,0,0,3,3,4.9,1,3,0
EMP04326,51,Male,Single,Support,Analyst,4,5040.99,32,11,9,4,1,3,3,10.8,1,4,0
EMP04327,54,Male,Single,R&D,Developer,3,5329.29,20,18,14,5,1,4,3,5.9,4,3,0
EMP04328,30,Male,Married,Sales,Manager,5,3635.28,10,9,12,3,0,1,4,4.3,5,3,0
EMP04329,22,Male,Single,Sales,Analyst,2,3284.24,6,14,2,2,0,4,4,4.4,1,4,0
EMP04330,56,Male,Single,Sales,Sales Rep,4,4196.69,33,1,7,0,0,3,2,8.1,1,3,0
EMP04331,32,Female,Divorced,Support,Analyst,4,4723.87,10,5,1,2,0,4,4,13.8,0,3,0
EMP04332,55,Female,Married,Sales,Developer,3,6762.28,25,15,6,3,0,2,3,3.1,5,3,0
EMP04333,37,Male,Single,R&D,Sales Rep,5,5393.81,24,0,5,3,0,2,3,7.9,4,3,0
EMP04334,30,Female,Single,Engineering,Manager,2,7277.17,31,1,7,1,0,4,3,1.9,5,3,0
EMP04335,53,Male,Married,Support,Analyst,3,5805.23,29,14,3,0,0,3,4,66.1,1,3,0
EMP04336,36,Male,Married,Engineering,Developer,4,6298.25,12,15,1,2,0,2,3,7.5,4,3,1
EMP04337,33,Male,Divorced,Engineering,Manager,3,5948.31,9,7,8,2,0,3,4,2.6,5,4,0
EMP04338,54,Female,Divorced,Support,Sales Rep,2,7383.5,29,13,2,3,1,3,3,10.1,5,4,1
EMP04339,35,Male,Divorced,Support,Analyst,2,5088.86,3,9,2,3,1,3,2,3.2,2,3,0
EMP04340,29,Female,Single,Sales,Executive,3,5139.35,4,14,4,0,1,1,3,11.1,2,3,0
EMP04341,29,Female,Married,R&D,Developer,3,3406.77,21,2,13,3,0,3,4,2.6,5,3,1
EMP04342,48,Female,Divorced,Support,Developer,3,6339.18,6,5,8,1,0,3,4,1.4,1,3,0
EMP04343,33,Female,Married,Engineering,Executive,3,4265.2,2,1,12,0,0,2,4,2.9,4,3,0
EMP04344,22,Female,Single,Support,Manager,2,6092.9,20,8,0,3,0,3,3,8.4,1,3,0
EMP04345,32,Male,Single,R&D,Developer,5,5288.61,33,6,3,0,0,1,3,6.1,4,3,0
EMP04346,52,Male,Married,HR,Manager,4,3277.25,14,18,9,1,0,1,1,13.9,4,3,0
EMP04347,38,Female,Married,Engineering,Sales Rep,1,5145.12,20,5,3,1,1,3,2,2.9,1,3,0
EMP04348,54,Female,Divorced,HR,Executive,4,4357.87,2,0,1,3,0,4,3,10.7,5,3,0
EMP04349,53,Male,Married,HR,Manager,4,2856.31,7,13,14,0,0,3,3,4.7,0,3,1
EMP04350,50,Male,Divorced,R&D,Sales Rep,2,5503.32,12,7,12,3,0,2,3,6.4,0,3,0
EMP04351,42,Male,Married,Support,Analyst,4,7569.91,16,7,7,2,1,3,3,24.9,5,3,0
EMP04352,42,Male,Married,HR,Developer,4,3537.51,17,5,0,1,0,3,3,15.8,2,3,1
EMP04353,44,Male,Married,Sales,Executive,4,983.52,31,14,14,1,1,4,3,2.9,0,2,0
EMP04354,27,Female,Single,Support,Analyst,4,8058.17,7,18,9,3,0,2,3,12.2,3,4,0
EMP04355,43,Female,Single,Engineering,Analyst,4,2586.84,26,19,5,0,1,3,2,1.3,2,4,0
EMP04356,59,Male,Single,Support,Analyst,2,7649.98,1,16,6,3,0,2,1,60.6,1,3,0
EMP04357,58,Female,Divorced,R&D,Manager,3,6980.74,2,5,11,1,1,4,3,22.0,4,3,0
EMP04358,29,Female,Divorced,R&D,Developer,3,5124.92,31,6,10,2,0,3,3,18.8,1,3,0
EMP04359,56,Male,Single,Engineering,Executive,2,4037.32,20,9,10,5,0,3,3,10.2,0,3,0
EMP04360,32,Male,Single,Engineering,Developer,3,6713.52,33,8,2,1,0,1,3,2.2,4,3,0
EMP04361,45,Female,Married,Engineering,Developer,3,5244.09,13,4,12,2,0,3,2,6.9,2,3,1
EMP04362,42,Female,Married,R&D,Developer,3,7763.77,1,1,11,2,1,3,3,6.1,2,3,0
EMP04363,23,Male,Divorced,Support,Sales Rep,2,5809.33,33,12,9,3,0,3,3,5.3,1,3,0
EMP04364,40,Other,Divorced,HR,Sales Rep,3,7659.53,3,10,11,1,0,3,4,10.6,2,2,0
EMP04365,49,Male,Married,HR,Sales Rep,4,6208.5,19,10,11,2,0,3,3,13.4,0,3,0
EMP04366,38,Male,Divorced,Sales,Sales Rep,3,6987.32,32,14,4,5,0,2,3,3.2,0,3,1
EMP04367,27,Male,Single,R&D,Developer,3,5546.83,5,13,9,0,0,3,1,10.9,1,3,1
EMP04368,40,Male,Married,Engineering,Developer,2,4915.72,6,10,1,1,0,3,4,4.5,3,3,0
EMP04369,59,Female,Married,Support,Executive,4,4373.42,13,12,11,1,1,3,3,0.2,5,4,0
EMP04370,49,Female,Divorced,R&D,Executive,4,3633.6,12,17,11,1,0,3,3,1.7,4,4,0
EMP04371,23,Male,Married,Sales,Executive,3,4830.67,6,6,13,1,0,4,3,10.5,1,4,1
EMP04372,59,Female,Married,HR,Executive,2,3497.21,30,16,14,2,0,2,2,16.8,5,3,0
EMP04373,58,Female,Single,Support,Executive,4,4387.62,28,10,5,1,0,4,3,0.6,4,4,0
EMP04374,25,Male,Married,HR,Sales Rep,4,5350.08,10,5,13,0,0,1,2,1.7,2,4,0
EMP04375,43,Female,Married,Support,Developer,2,5793.48,28,13,2,2,1,3,3,6.2,2,3,1
EMP04376,47,Male,Married,Engineering,Executive,4,7055.64,6,5,14,1,0,3,3,1.1,5,4,0
EMP04377,57,Female,Married,Support,Manager,3,5381.04,9,13,11,1,0,3,4,10.5,3,3,0
EMP04378,34,Male,Single,Engineering,Executive,2,5727.64,24,18,0,3,0,3,1,0.3,3,4,0
EMP04379,53,Female,Married,R&D,Executive,4,4684.43,18,2,2,3,0,3,3,1.1,0,3,0
EMP04380,38,Male,Single,HR,Developer,2,5011.43,4,16,8,2,0,2,4,13.1,5,4,0
EMP04381,57,Female,Single,Support,Sales Rep,4,5115.23,23,19,11,0,0,4,4,17.6,5,3,0
EMP04382,40,Female,Single,Support,Analyst,3,8154.01,27,6,6,3,1,2,3,3.0,2,3,0
EMP04383,56,Male,Divorced,Sales,Developer,3,5634.93,4,16,3,0,1,3,3,6.1,2,4,0
EMP04384,49,Male,Divorced,HR,Sales Rep,2,3213.22,13,9,12,2,0,3,3,8.7,1,3,0
EMP04385,22,Male,Married,R&D,Manager,3,5349.09,11,17,13,2,1,3,2,0.2,4,3,0
EMP04386,39,Female,Single,Engineering,Analyst,2,3729.06,11,17,11,2,0,3,2,12.3,2,3,0
EMP04387,54,Male,Divorced,R&D,Sales Rep,3,4024.49,19,12,6,2,0,3,3,0.6,5,3,0
EMP04388,33,Female,Married,Sales,Sales Rep,3,5077.72,33,7,12,0,0,2,3,2.0,1,4,0
EMP04389,29,Male,Divorced,R&D,Developer,2,5667.7,14,4,5,3,1,2,3,13.2,0,3,0
EMP04390,45,Male,Single,Engineering,Sales Rep,2,5574.3,13,0,13,2,1,4,3,17.8,2,3,0
EMP04391,37,Male,Married,HR,Executive,4,3991.8,7,16,12,2,1,3,3,12.4,0,3,1
EMP04392,25,Male,Single,Sales,Sales Rep,4,2697.78,33,4,9,1,1,3,3,24.8,0,4,0
EMP04393,59,Female,Single,Support,Analyst,2,4805.91,32,15,12,1,0,4,3,43.5,0,3,0
EMP04394,48,Female,Divorced,Support,Sales Rep,3,4902.99,8,17,1,0,0,3,1,16.7,4,3,0
EMP04395,30,Male,Married,HR,Manager,4,4867.32,34,2,1,3,1,2,2,9.6,4,4,0
EMP04396,37,Female,Married,R&D,Executive,4,5319.75,19,17,10,5,0,2,2,0.6,3,3,0
EMP04397,33,Male,Married,Support,Analyst,2,4360.74,34,8,9,3,1,2,3,23.0,1,3,0
EMP04398,52,Female,Divorced,Sales,Analyst,3,6371.05,6,13,13,4,0,3,2,3.4,0,3,0
EMP04399,45,Male,Married,Engineering,Developer,4,6007.87,1,16,10,0,0,2,4,5.0,1,3,0
EMP04400,35,Female,Divorced,R&D,Developer,1,6234.21,30,18,2,1,1,2,3,7.4,5,4,1
EMP04401,46,Female,Married,Engineering,Executive,3,7200.49,15,14,10,0,0,3,4,21.5,5,3,0
EMP04402,55,Male,Divorced,R&D,Analyst,4,5712.38,9,7,5,1,0,2,4,16.3,2,3,0
EMP04403,24,Female,Married,Sales,Manager,3,5080.49,29,3,3,1,0,4,2,7.0,1,1,0
EMP04404,45,Male,Divorced,Engineering,Sales Rep,2,4849.76,2,14,7,1,0,1,3,21.1,5,2,0
EMP04405,30,Male,Single,Sales,Sales Rep,4,6054.84,30,16,6,2,0,3,4,19.1,2,3,0
EMP04406,47,Male,Single,Engineering,Sales Rep,3,5115.37,4,10,12,2,1,2,4,4.2,4,3,1
EMP04407,41,Male,Single,R&D,Developer,4,2254.25,19,11,5,0,1,4,1,3.3,1,2,1
EMP04408,31,Male,Married,Sales,Analyst,5,4108.32,20,13,7,0,0,2,4,5.0,2,3,0
EMP04409,40,Male,Divorced,R&D,Analyst,3,7215.55,5,6,4,3,0,3,1,14.6,3,3,0
EMP04410,24,Male,Single,R&D,Manager,3,2212.29,9,2,8,4,0,2,1,9.9,0,3,0
EMP04411,45,Male,Married,Engineering,Developer,3,5515.61,20,10,0,0,0,3,3,1.3,4,3,0
EMP04412,26,Female,Divorced,Engineering,Manager,4,5821.91,16,1,3,1,1,2,3,3.8,1,3,0
EMP04413,24,Female,Single,Sales,Analyst,3,4870.06,20,16,1,0,1,2,4,20.9,4,3,0
EMP04414,48,Male,Single,Support,Sales Rep,3,3989.5,20,9,5,3,0,4,3,26.9,0,2,0
EMP04415,37,Male,Married,HR,Developer,4,3409.82,26,0,8,2,0,3,3,1.5,3,3,0
EMP04416,36,Male,Divorced,Engineering,Developer,4,5284.46,33,12,13,2,0,2,4,36.6,3,4,0
EMP04417,56,Female,Married,R&D,Developer,3,4534.16,12,13,13,1,0,4,3,9.9,1,4,0
EMP04418,33,Female,Single,HR,Sales Rep,4,7314.07,21,16,7,2,0,1,3,16.1,1,2,0
EMP04419,47,Male,Married,Sales,Developer,3,5717.51,23,9,8,1,0,3,4,17.6,4,3,0
EMP04420,55,Male,Married,HR,Executive,4,4407.86,20,19,5,1,1,3,3,1.6,3,3,0
EMP04421,44,Male,Single,HR,Developer,5,5446.32,23,14,10,3,0,2,3,9.7,0,3,0
EMP04422,52,Male,Single,Support,Sales Rep,3,3984.87,6,16,13,2,0,3,3,1.5,5,3,0
EMP04423,41,Female,Divorced,Support,Developer,4,4724.18,12,12,13,0,0,2,3,5.8,2,4,1
EMP04424,33,Female,Divorced,HR,Executive,4,2329.47,8,7,8,3,1,3,3,4.4,2,3,0
EMP04425,44,Male,Single,Support,Executive,4,4462.43,27,6,5,4,0,2,3,18.7,2,3,0
EMP04426,25,Female,Single,Support,Developer,5,5817.44,16,16,4,2,1,4,2,1.6,0,3,0
EMP04427,44,Male,Divorced,HR,Analyst,1,4747.24,32,4,2,4,1,1,3,19.1,2,4,0
EMP04428,22,Male,Married,Engineering,Analyst,1,6339.15,29,3,11,2,0,3,3,4.4,4,3,1
EMP04429,46,Female,Single,Support,Manager,3,6898.91,7,16,11,1,1,2,3,0.6,2,3,0
EMP04430,23,Female,Single,HR,Executive,5,6076.77,16,3,11,2,0,2,3,10.9,0,3,0
EMP04431,51,Male,Married,Engineering,Analyst,3,7985.75,29,19,2,0,0,4,2,53.9,3,3,0
EMP04432,24,Male,Divorced,Support,Manager,4,6552.78,25,19,8,4,0,2,3,22.0,2,3,0
EMP04433,42,Female,Divorced,HR,Analyst,4,5052.74,4,10,8,1,0,2,3,25.8,2,3,0
EMP04434,46,Female,Married,Support,Developer,3,4695.5,27,9,12,0,1,2,2,4.5,2,3,0
EMP04435,41,Male,Single,Engineering,Executive,3,4388.07,23,2,2,1,0,2,4,2.3,2,3,0
EMP04436,43,Male,Married,HR,Analyst,3,3936.46,23,15,2,2,1,3,3,20.1,3,4,0
EMP04437,42,Male,Single,Engineering,Developer,3,5497.39,30,12,4,2,1,4,3,0.3,4,3,1
EMP04438,54,Female,Divorced,R&D,Manager,4,4452.25,24,6,0,4,0,3,3,29.6,3,4,0
